,time,Marker displacemet (mm)
0,0.0,43.5
1,0.07695746421813965,43.5
2,0.1599130630493164,43.5
3,0.2418675422668457,43.5
4,0.32482242584228516,43.75438596491228
5,0.389786958694458,43.5
6,0.47474002838134766,43.5
7,0.5586943626403809,43.5
8,0.6336524486541748,43.5
9,0.715609073638916,43.5
10,0.809556245803833,43.5
11,0.8925111293792725,43.5
12,0.9664709568023682,43.5
13,1.0314350128173828,43.5
14,1.0963990688323975,43.5
15,1.1813528537750244,43.5
16,1.3002886772155762,43.5
17,1.4022362232208252,43.5
18,1.4691953659057617,43.5
19,1.5341601371765137,43.5
20,1.6001241207122803,43.5
21,1.6830782890319824,43.5
22,1.7670326232910156,43.5
23,1.8889658451080322,43.5
24,1.9579291343688965,43.5
25,2.0248918533325195,43.5
26,2.089855670928955,43.75438596491228
27,2.1748099327087402,43.75438596491228
28,2.2817509174346924,43.75438596491228
29,2.3816959857940674,43.75438596491228
30,2.4536571502685547,43.75438596491228
31,2.519620418548584,43.75438596491228
32,2.5865838527679443,43.75438596491228
33,2.671537399291992,43.5
34,2.7594902515411377,43.75438596491228
35,2.865431785583496,43.75438596491228
36,2.961378335952759,43.75438596491228
37,3.0263493061065674,43.75438596491228
38,3.09330677986145,43.75438596491228
39,3.1762609481811523,43.75438596491228
40,3.2692105770111084,43.75438596491228
41,3.339172124862671,43.75438596491228
42,3.4051358699798584,43.75438596491228
43,3.4691011905670166,43.75438596491228
44,3.5340654850006104,43.75438596491228
45,3.6090245246887207,43.75438596491228
46,3.6979753971099854,44.00877192982456
47,3.7799301147460938,44.00877192982456
48,3.847893238067627,43.75438596491228
49,3.9138576984405518,43.75438596491228
50,3.9778223037719727,44.00877192982456
51,4.0417869091033936,43.75438596491228
52,4.117746114730835,43.75438596491228
53,4.206697225570679,43.75438596491228
54,4.296647071838379,43.75438596491228
55,4.362612009048462,44.00877192982456
56,4.427576065063477,44.00877192982456
57,4.492540597915649,43.75438596491228
58,4.559504270553589,43.75438596491228
59,4.666445732116699,43.75438596491228
60,4.779383182525635,43.75438596491228
61,4.862338066101074,43.75438596491228
62,4.932300090789795,43.75438596491228
63,4.996265172958374,43.75438596491228
64,5.064228057861328,44.00877192982456
65,5.1491804122924805,44.00877192982456
66,5.24013090133667,44.00877192982456
67,5.316089391708374,43.75438596491228
68,5.3820531368255615,43.75438596491228
69,5.451015472412109,43.75438596491228
70,5.514980316162109,43.75438596491228
71,5.583942890167236,43.75438596491228
72,5.678890943527222,44.00877192982456
73,5.771840572357178,43.75438596491228
74,5.837804079055786,43.75438596491228
75,5.902768135070801,43.75438596491228
76,5.969732046127319,43.75438596491228
77,6.034696340560913,43.75438596491228
78,6.125647068023682,44.26315789473684
79,6.214597463607788,44.00877192982456
80,6.302548885345459,44.00877192982456
81,6.366513967514038,44.00877192982456
82,6.436475992202759,43.75438596491228
83,6.500441312789917,44.00877192982456
84,6.564406156539917,43.75438596491228
85,6.641364812850952,43.75438596491228
86,6.73576283454895,43.75438596491228
87,6.813654184341431,43.75438596491228
88,6.885474443435669,44.00877192982456
89,6.950437545776367,43.75438596491228
90,7.016401052474976,44.00877192982456
91,7.103353500366211,44.00877192982456
92,7.1993021965026855,43.75438596491228
93,7.292250633239746,44.00877192982456
94,7.358214616775513,43.75438596491228
95,7.422179222106934,43.75438596491228
96,7.485144853591919,43.75438596491228
97,7.549109935760498,43.75438596491228
98,7.617073059082031,44.00877192982456
99,7.713020086288452,43.75438596491228
100,7.7999725341796875,44.00877192982456
101,7.866935968399048,44.00877192982456
102,7.932899475097656,43.75438596491228
103,8.004860639572144,43.75438596491228
104,8.092812299728394,44.26315789473684
105,8.170769453048706,44.00877192982456
106,8.26871657371521,43.75438596491228
107,8.37665605545044,43.75438596491228
108,8.461610317230225,44.00877192982456
109,8.537569284439087,44.26315789473684
110,8.602532863616943,43.75438596491228
111,8.683489322662354,44.00877192982456
112,8.809420108795166,43.75438596491228
113,8.902369260787964,44.00877192982456
114,8.975328922271729,44.26315789473684
115,9.038294553756714,44.26315789473684
116,9.10425853729248,44.771929824561404
117,9.177218198776245,44.26315789473684
118,9.264170408248901,44.51754385964912
119,9.391101598739624,44.51754385964912
120,9.465060710906982,44.51754385964912
121,9.52902603149414,44.51754385964912
122,9.594990253448486,44.771929824561404
123,9.67294716835022,44.51754385964912
124,9.774890899658203,44.26315789473684
125,9.858845472335815,44.771929824561404
126,9.926808834075928,44.51754385964912
127,10.01475977897644,44.51754385964912
128,10.092716693878174,44.51754385964912
129,10.169675827026367,44.771929824561404
130,10.266622066497803,44.51754385964912
131,10.346578359603882,44.771929824561404
132,10.411542177200317,44.51754385964912
133,10.475507736206055,44.51754385964912
134,10.54147219657898,44.51754385964912
135,10.607435703277588,44.51754385964912
136,10.68839144706726,44.51754385964912
137,10.815321922302246,44.771929824561404
138,10.90727186203003,44.51754385964912
139,10.975233554840088,44.51754385964912
140,11.052191495895386,44.51754385964912
141,11.140143394470215,44.51754385964912
142,11.222098588943481,44.51754385964912
143,11.305054187774658,44.771929824561404
144,11.39100694656372,44.26315789473684
145,11.469963073730469,44.771929824561404
146,11.554917097091675,44.26315789473684
147,11.626878023147583,44.771929824561404
148,11.69284176826477,44.26315789473684
