40,40,40,40,40,40,40,40,40,40,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,40,40,40,40,40,40,40,40,40,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,40,40,40,40,40,40,40,40,40,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,40,40,40,40,40,40,40,40,40,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,40,40,40,40,40,40,40,40,40,105,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,40,40,40,40,40,40,40,40,40,105,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,40,40,40,40,40,40,40,40,40,105,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,40,40,40,40,40,40,40,40,40,105,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,40,40,40,40,40,40,40,40,40,105,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,40,40,40,40,40,40,40,40,40,105,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,40,40,40,40,40,40,40,40,44,105,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,40,40,40,40,40,40,40,40,44,105,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,40,40,40,40,40,40,40,40,44,105,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,40,40,40,40,40,40,40,40,44,105,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,40,40,40,40,40,40,40,40,44,105,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,40,40,40,40,40,40,40,40,61,105,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,40,40,40,40,40,40,40,40,61,105,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,40,40,40,40,40,40,40,44,88,105,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,40,40,40,40,40,40,40,44,88,105,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,40,40,40,40,40,40,40,44,88,105,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,40,40,40,40,40,40,40,44,99,105,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40,40,40,40,40,40,40,40,44,105,105,0,0,0,0,254,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
