40,40,40,40,40,40,40,40,40,40,120,40
40,40,40,40,40,40,40,40,40,40,120,40
40,40,40,40,40,40,40,40,40,40,120,40
40,40,40,40,40,40,40,40,40,40,120,40
40,40,40,40,40,40,40,40,40,40,120,40
40,40,40,40,40,40,40,40,40,40,120,40
40,40,40,40,40,40,40,40,40,40,120,40
40,40,40,40,40,40,40,40,40,40,120,40
40,40,40,40,40,40,40,40,40,40,120,40
40,40,40,40,40,40,40,40,40,50,120,40
40,40,40,40,40,40,40,40,40,61,120,40
40,40,40,40,40,40,40,40,40,61,120,40
40,40,40,40,40,40,40,40,40,61,120,40
40,40,40,40,40,40,40,40,40,88,120,40
40,40,40,40,40,40,40,40,50,88,120,40
40,40,40,40,40,40,40,40,61,94,105,40
40,40,40,40,40,40,40,40,61,99,105,40
40,40,40,40,40,40,40,40,61,99,105,40
40,40,40,40,40,40,40,40,88,105,120,40
40,40,40,40,40,40,40,50,88,105,120,40
40,40,40,40,40,40,40,61,94,105,120,40
40,40,40,40,40,40,40,61,99,105,120,40
40,40,40,40,40,40,40,61,99,105,120,40
40,40,40,40,40,40,40,88,105,120,120,40
40,40,40,40,40,40,50,88,105,120,40,40
40,40,40,40,40,40,61,94,105,120,40,40
40,40,40,40,40,40,61,99,105,120,40,40
40,40,40,40,40,40,61,99,105,120,40,40
40,40,40,40,40,40,88,105,120,120,40,40
40,40,40,40,40,50,88,105,120,120,40,40
40,40,40,40,40,61,94,105,120,120,40,40
40,40,40,40,40,61,99,105,120,120,40,40
40,40,40,40,40,61,99,105,120,120,40,40
40,40,40,40,40,88,105,120,120,40,40,40
40,40,40,40,50,88,105,120,120,40,40,40
40,40,40,40,61,94,105,120,120,40,40,40
40,40,40,40,61,99,105,120,120,40,40,40
40,40,40,40,61,99,105,120,120,40,40,40
40,40,40,40,88,105,120,120,40,40,40,40
40,40,40,50,88,105,120,120,40,40,40,40
40,40,40,61,94,105,120,120,40,40,40,40
40,40,40,61,99,105,120,120,40,40,40,40
40,40,40,61,99,105,120,120,40,40,40,40
