xHistory,uHistory,tHistory,rHistory,JHistory
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",13.399999999999968,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",13.499999999999968,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",13.599999999999968,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",13.699999999999967,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",13.799999999999967,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",13.899999999999967,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",13.999999999999966,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",14.099999999999966,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",14.199999999999966,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",14.299999999999965,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",14.399999999999965,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",14.499999999999964,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",14.599999999999964,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",14.699999999999964,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",14.799999999999963,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",14.899999999999963,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",14.999999999999963,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",15.099999999999962,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",15.199999999999962,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",15.299999999999962,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",15.399999999999961,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",15.499999999999961,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",15.59999999999996,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",15.69999999999996,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",15.79999999999996,[[-1000.]],0.0
[[67]],"[[10.]
 [10.]
 [10.]
 [10.]]",15.89999999999996,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",15.99999999999996,[[-1000.]],0.0
[[68]],"[[10.]
 [10.]
 [10.]
 [10.]]",16.09999999999996,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",16.19999999999996,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",16.29999999999996,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",16.399999999999963,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",16.499999999999964,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",16.599999999999966,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",16.699999999999967,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",16.79999999999997,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",16.89999999999997,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",16.99999999999997,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",17.099999999999973,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",17.199999999999974,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",17.299999999999976,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",17.399999999999977,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",17.49999999999998,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",17.59999999999998,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",17.69999999999998,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",17.799999999999983,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",17.899999999999984,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",17.999999999999986,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",18.099999999999987,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",18.19999999999999,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",18.29999999999999,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",18.39999999999999,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",18.499999999999993,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",18.599999999999994,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",18.699999999999996,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",18.799999999999997,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",18.9,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",19.0,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",19.1,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",19.200000000000003,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",19.300000000000004,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",19.400000000000006,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",19.500000000000007,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",19.60000000000001,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",19.70000000000001,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",19.80000000000001,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",19.900000000000013,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",20.000000000000014,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",20.100000000000016,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",20.200000000000017,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",20.30000000000002,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",20.40000000000002,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",20.50000000000002,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",20.600000000000023,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",20.700000000000024,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",20.800000000000026,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",20.900000000000027,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",21.00000000000003,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",21.10000000000003,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",21.20000000000003,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",21.300000000000033,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",21.400000000000034,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",21.500000000000036,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",21.600000000000037,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",21.70000000000004,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",21.80000000000004,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",21.90000000000004,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",22.000000000000043,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",22.100000000000044,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",22.200000000000045,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",22.300000000000047,[[-1000.]],0.0
[[66]],"[[10.]
 [10.]
 [10.]
 [10.]]",22.40000000000005,[[-1000.]],0.0
