xHistory,uHistory,tHistory,rHistory,JHistory
[54.4222005  54.42604069 54.94954254],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",14.399999999999965,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604069 54.9495425 ],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",14.499999999999964,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604069 54.94954247],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",14.599999999999964,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.4260407  54.94954244],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",14.699999999999964,[[-1000. -1000. -1000.]],0.0
[54.42220052 54.4260407  54.94954241],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",14.799999999999963,[[-1000. -1000. -1000.]],0.0
[54.42220052 54.42604071 54.94954239],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",14.899999999999963,[[-1000. -1000. -1000.]],0.0
[54.42220052 54.42604072 54.94954237],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",14.999999999999963,[[-1000. -1000. -1000.]],0.0
[54.42220052 54.42604072 54.94954235],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",15.099999999999962,[[-1000. -1000. -1000.]],0.0
[54.42220052 54.42604073 54.94954234],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",15.199999999999962,[[-1000. -1000. -1000.]],0.0
[54.42220052 54.42604074 54.94954232],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",15.299999999999962,[[-1000. -1000. -1000.]],0.0
[54.42220052 54.42604075 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",15.399999999999961,[[-1000. -1000. -1000.]],0.0
[54.42220053 54.42604076 54.9495423 ],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",15.499999999999961,[[-1000. -1000. -1000.]],0.0
[54.42220053 54.42604076 54.94954229],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",15.59999999999996,[[-1000. -1000. -1000.]],0.0
[54.42220052 54.42604077 54.94954229],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",15.69999999999996,[[-1000. -1000. -1000.]],0.0
[54.42220052 54.42604078 54.94954228],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",15.79999999999996,[[-1000. -1000. -1000.]],0.0
[54.42220052 54.42604078 54.94954228],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",15.89999999999996,[[-1000. -1000. -1000.]],0.0
[54.42220052 54.42604079 54.94954228],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",15.99999999999996,[[-1000. -1000. -1000.]],0.0
[54.42220052 54.42604079 54.94954227],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",16.09999999999996,[[-1000. -1000. -1000.]],0.0
[54.42220052 54.4260408  54.94954227],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",16.19999999999996,[[-1000. -1000. -1000.]],0.0
[54.42220052 54.4260408  54.94954227],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",16.29999999999996,[[-1000. -1000. -1000.]],0.0
[54.42220052 54.42604081 54.94954227],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",16.399999999999963,[[-1000. -1000. -1000.]],0.0
[54.42220052 54.42604081 54.94954227],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",16.499999999999964,[[-1000. -1000. -1000.]],0.0
[54.42220052 54.42604081 54.94954227],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",16.599999999999966,[[-1000. -1000. -1000.]],0.0
[54.42220052 54.42604082 54.94954227],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",16.699999999999967,[[-1000. -1000. -1000.]],0.0
[54.42220052 54.42604082 54.94954228],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",16.79999999999997,[[-1000. -1000. -1000.]],0.0
[54.42220052 54.42604082 54.94954228],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",16.89999999999997,[[-1000. -1000. -1000.]],0.0
[54.42220052 54.42604082 54.94954228],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",16.99999999999997,[[-1000. -1000. -1000.]],0.0
[54.42220052 54.42604083 54.94954228],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",17.099999999999973,[[-1000. -1000. -1000.]],0.0
[54.42220052 54.42604083 54.94954228],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",17.199999999999974,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954229],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",17.299999999999976,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954229],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",17.399999999999977,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954229],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",17.49999999999998,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954229],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",17.59999999999998,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954229],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",17.69999999999998,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954229],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",17.799999999999983,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.9495423 ],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",17.899999999999984,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.9495423 ],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",17.999999999999986,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.9495423 ],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",18.099999999999987,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604084 54.9495423 ],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",18.19999999999999,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604084 54.9495423 ],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",18.29999999999999,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604084 54.9495423 ],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",18.39999999999999,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604084 54.9495423 ],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",18.499999999999993,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.9495423 ],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",18.599999999999994,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",18.699999999999996,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",18.799999999999997,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",18.9,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",19.0,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",19.1,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",19.200000000000003,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",19.300000000000004,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",19.400000000000006,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",19.500000000000007,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",19.60000000000001,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",19.70000000000001,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",19.80000000000001,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",19.900000000000013,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",20.000000000000014,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",20.100000000000016,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",20.200000000000017,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",20.30000000000002,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",20.40000000000002,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",20.50000000000002,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",20.600000000000023,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",20.700000000000024,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",20.800000000000026,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",20.900000000000027,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",21.00000000000003,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",21.10000000000003,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",21.20000000000003,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",21.300000000000033,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",21.400000000000034,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",21.500000000000036,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",21.600000000000037,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",21.70000000000004,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",21.80000000000004,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",21.90000000000004,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",22.000000000000043,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",22.100000000000044,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",22.200000000000045,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",22.300000000000047,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",22.40000000000005,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",22.50000000000005,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",22.60000000000005,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",22.700000000000053,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",22.800000000000054,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",22.900000000000055,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",23.000000000000057,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",23.10000000000006,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",23.20000000000006,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",23.30000000000006,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",23.400000000000063,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",23.500000000000064,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",23.600000000000065,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",23.700000000000067,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",23.800000000000068,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",23.90000000000007,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",24.00000000000007,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",24.100000000000072,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",24.200000000000074,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",24.300000000000075,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",24.400000000000077,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",24.500000000000078,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",24.60000000000008,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",24.70000000000008,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",24.800000000000082,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",24.900000000000084,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",25.000000000000085,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",25.100000000000087,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",25.200000000000088,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",25.30000000000009,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",25.40000000000009,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",25.500000000000092,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",25.600000000000094,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",25.700000000000095,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",25.800000000000097,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",25.900000000000098,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",26.0000000000001,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",26.1000000000001,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",26.200000000000102,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",26.300000000000104,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",26.400000000000105,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",26.500000000000107,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",26.600000000000108,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",26.70000000000011,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",26.80000000000011,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",26.900000000000112,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",27.000000000000114,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",27.100000000000115,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",27.200000000000117,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",27.300000000000118,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",27.40000000000012,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",27.50000000000012,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",27.600000000000122,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",27.700000000000124,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",27.800000000000125,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",27.900000000000126,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",28.000000000000128,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",28.10000000000013,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",28.20000000000013,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",28.300000000000132,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",28.400000000000134,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",28.500000000000135,[[-1000. -1000. -1000.]],0.0
[54.42220051 54.42604083 54.94954231],"[[40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]
 [40. 40. 40.]]",28.600000000000136,[[-1000. -1000. -1000.]],0.0
