,u0,u1,u2,x_fil0,x_fil1,x_fil2
188,10.0,10.0,10.0,66.0,66.0,66.0
189,10.0,10.0,10.0,66.1120665878953,66.0,66.0
190,10.0,10.0,10.0,66.14192520926117,66.0,66.0
191,10.0,10.0,10.0,66.1616996072636,66.0,66.0
192,10.0,10.0,10.0,66.16861719115983,66.0,66.0
193,10.0,10.0,10.0,66.2737661951589,66.0,66.0
194,10.0,10.0,10.0,66.28385041852236,66.0,66.0
195,10.0,10.0,10.0,66.3858327830542,66.0,66.0
196,11.0,10.0,10.0,66.42260898831631,66.0,66.0
197,11.0,10.0,10.0,66.46532442378837,66.0,66.0
198,11.0,10.0,10.0,66.4722420076846,66.0,66.0
199,11.0,10.0,10.0,66.44238338631872,66.0,66.0
200,11.0,10.0,10.0,66.30362481652477,66.0,66.0
201,18.0,10.0,10.0,66.25399179715649,66.0,66.0
202,18.0,10.0,10.0,66.33619976368591,66.0,66.0
203,29.0,11.0,10.0,66.39591700641766,66.0,66.0
204,29.0,11.0,10.0,66.8015241874743,66.0,66.0
205,29.0,11.0,10.0,67.1488427931574,66.1120665878953,66.0
206,33.0,11.0,10.0,67.59716540968608,66.25399179715649,66.0
207,36.0,11.0,10.0,68.1488427931574,66.41569140442009,66.0
208,36.0,11.0,10.0,69.13772395116021,66.4722420076846,66.0
209,36.0,11.0,10.0,69.59755945841059,66.49201640568701,66.0
210,36.0,33.0,10.0,70.53744816695435,66.69637518347521,66.0
211,36.0,33.0,11.0,71.32437756821345,67.25987476241899,66.22413317579061
212,36.0,33.0,11.0,72.19749745883944,68.07148317325675,66.50798359431298
213,36.0,33.0,11.0,72.90493521936436,68.47540864715182,66.83138280884017
214,36.0,36.0,11.0,73.32023257505996,69.59083213075162,67.05655060326451
215,36.0,36.0,11.0,73.07360867547166,69.87339489083695,67.12595802063521
216,36.0,36.0,18.0,73.07632500126692,70.30645367221497,67.2182502105281
217,42.0,36.0,18.0,73.03257494716112,70.07453076421045,67.4781249729471
218,42.0,36.0,29.0,72.76514203093669,70.20886934063994,67.59335820030964
219,42.0,36.0,29.0,72.74497358420979,70.36956280829605,67.89381637736719
220,42.0,36.0,29.0,72.71021035126766,70.92541297084206,68.95308330642696
221,42.0,36.0,33.0,72.92056462421331,70.22348608726278,69.64719247777887
222,42.0,36.0,36.0,73.32062662378445,70.65118994339261,70.6665728270568
223,42.0,36.0,36.0,73.65959897821311,70.45666886778314,71.85588650495784
224,42.0,42.0,36.0,73.39003404115516,70.74710560504329,72.19478113304416
225,42.0,42.0,36.0,73.57422437221645,70.8798686796798,73.2241331757906
226,42.0,42.0,36.0,73.22833443389158,71.55929832084281,73.75286952179226
227,42.0,42.0,36.0,73.23698998989681,71.0484016258787,73.81760390599518
228,10.0,42.0,36.0,73.07943537578669,71.94156389708671,74.34137937547314
229,10.0,42.0,36.0,72.73217303505106,71.59052282600082,74.46493037506389
230,10.0,42.0,36.0,72.2550264157902,70.96171740103735,74.62425144030922
231,10.0,42.0,36.0,71.79247458274455,70.63377282010579,75.03574158662838
232,10.0,42.0,36.0,71.07949164073415,70.4953798200101,74.62702403105197
233,10.0,42.0,42.0,70.50798359431296,70.85684991586781,75.29031768874661
234,10.0,42.0,42.0,69.63982458021069,72.21127636168441,75.67284984104379
235,10.0,10.0,42.0,68.72623380484109,72.17034864465023,75.82174889914867
236,10.0,10.0,42.0,68.01977439800241,72.50797707569438,76.05713490822627
237,10.0,10.0,42.0,67.42260898831631,72.45252387462965,76.43229916295526
238,10.0,10.0,42.0,66.94344939673549,71.2373840386213,75.95126760797564
239,10.0,10.0,42.0,66.50798359431298,69.67239952737184,75.58391454685541
240,10.0,10.0,42.0,66.22413317579061,68.06243356852701,74.72087887959287
241,10.0,10.0,42.0,66.0,67.19744119389198,74.47339567483183
242,10.0,10.0,42.0,66.0,66.62005018220829,75.27895232556469
243,10.0,10.0,42.0,66.0,66.22413317579061,75.25987476241899
244,10.0,10.0,10.0,66.0,66.0,74.92857309169071
245,10.0,10.0,10.0,66.0,66.0,75.56027015591047
246,10.0,10.0,10.0,66.0,65.66380023631407,75.35331410084052
247,10.0,10.0,10.0,66.0,65.23802460853052,74.73948466767177
248,10.0,10.0,10.0,65.66380023631407,64.75292578673972,73.69909150927047
249,10.0,10.0,10.0,65.57422437221645,64.58327397694619,72.16169960726359
250,10.0,10.0,10.0,65.5149011782092,64.52395078293893,71.50798359431298
251,10.0,10.0,10.0,65.49414842652052,64.24707421326026,70.78174978947187
252,10.0,10.0,10.0,65.17870141452327,64.32715015895619,69.88793341210469
253,10.0,10.0,10.0,65.14844874443291,64.3046594351585,69.30045817705754
254,10.0,10.0,10.0,64.84250165083735,64.81438100158049,68.61416721694577
255,10.0,10.0,10.0,65.06837279873699,65.15195316767716,67.99308241610377
256,10.0,10.0,10.0,65.0298023564184,64.88695505841844,67.37297596894801
257,10.0,10.0,10.0,65.06837279873699,64.92846056179577,66.8015241874743
258,10.0,10.0,10.0,65.17870141452327,65.27059955569167,66.50798359431298
259,10.0,10.0,10.0,65.57422437221645,65.21766590556635,66.36605838505179
260,10.0,10.0,10.0,65.66380023631407,65.26090938105271,66.1616996072636
261,10.0,10.0,10.0,66.0,64.65054937348339,66.16861719115983
262,10.0,10.0,10.0,66.0,64.5843085955799,66.1616996072636
263,10.0,10.0,10.0,66.0,64.84734999746613,66.14192520926117
264,10.0,10.0,10.0,65.88793341210469,64.86712439546855,66.1120665878953
265,10.0,10.0,10.0,65.74600820284351,64.64085919884442,66.0
266,10.0,10.0,10.0,65.69637518347521,64.81224898074699,66.0
267,10.0,10.0,10.0,65.66968320157658,64.84250165083735,66.0
268,10.0,10.0,10.0,65.66968320157658,64.73217303505106,66.0
269,10.0,10.0,10.0,65.69637518347521,64.60402672863485,66.0
270,10.0,10.0,10.0,65.74600820284351,64.47120738905087,66.0
271,10.0,10.0,10.0,65.88793341210469,64.1947248680967,66.0
272,10.0,10.0,10.0,66.0,64.50165031537851,66.0
273,10.0,10.0,10.0,66.0,64.24810883189397,66.0
274,10.0,10.0,10.0,66.0,64.57047342778746,66.0
275,10.0,10.0,10.0,66.0,64.55167738347129,66.0
276,10.0,10.0,10.0,66.0,64.19433081937221,66.0
277,10.0,10.0,10.0,66.0,63.93162720126301,66.0
278,10.0,10.0,10.0,66.0,63.82129858547672,66.1120665878953
279,10.0,10.0,10.0,66.0,63.76197539146946,66.14192520926117
280,10.0,10.0,10.0,66.0,64.09817515515539,66.1616996072636
281,10.0,10.0,10.0,66.0,64.24707421326026,66.16861719115983
282,10.0,10.0,10.0,66.0,64.75292578673974,66.1616996072636
283,10.0,10.0,10.0,66.0,65.23802460853052,66.14192520926117
284,10.0,10.0,10.0,66.0,65.66380023631407,66.1120665878953
285,10.0,10.0,10.0,66.0,65.88793341210469,66.0
286,10.0,10.0,10.0,66.0,65.85807479073881,66.0
287,10.0,10.0,10.0,66.0,65.8383003927364,66.0
288,10.0,10.0,10.0,66.0,65.83138280884017,66.0
289,10.0,10.0,10.0,66.0,65.72623380484109,66.0
290,10.0,10.0,10.0,66.0,65.71614958147764,66.0
291,10.0,10.0,10.0,66.0,65.72623380484109,66.0
292,10.0,10.0,10.0,66.0,65.83138280884017,66.0
293,10.0,10.0,10.0,66.0,65.72623380484109,66.0
294,10.0,10.0,10.0,66.0,65.71614958147764,66.0
295,10.0,10.0,10.0,66.0,65.39003404115516,66.0
296,10.0,10.0,10.0,66.0,65.0694074173707,66.0
297,10.0,10.0,10.0,66.0,64.92742594316205,66.0
298,10.0,10.0,10.0,65.66380023631407,64.53092463178263,66.0
299,10.0,10.0,10.0,65.46215778432115,64.47120738905087,66.0
300,10.0,10.0,10.0,65.37297596894801,64.26782696494892,66.0
301,10.0,10.0,10.0,65.33244881925692,64.30639740726751,66.0
302,10.0,10.0,10.0,65.34628398704938,64.35740282904655,66.0
303,10.0,10.0,10.0,65.41252476495285,64.64259717095344,66.0
304,10.0,10.0,10.0,65.52187502705289,64.58153600483718,66.0
305,10.0,10.0,10.0,65.88793341210469,64.59024782578987,66.0
306,10.0,10.0,10.0,66.0,64.59122617947614,66.0
307,10.0,10.0,10.0,66.0,64.5843085955799,65.66380023631407
308,10.0,10.0,10.0,66.0,64.23427366410154,65.57422437221645
309,10.0,10.0,10.0,66.0,64.12590175568775,65.5149011782092
310,10.0,10.0,10.0,66.0,64.04543176126734,65.49414842652052
311,10.0,10.0,10.0,66.0,64.0756844313577,65.5149011782092
312,10.0,10.0,10.0,66.0,64.441348767685,65.57422437221645
313,10.0,10.0,10.0,66.0,64.25502641579021,65.66380023631407
314,10.0,10.0,10.0,65.66380023631407,64.30743202590124,66.0
315,10.0,10.0,10.0,65.57422437221645,64.47915959158082,66.0
316,10.0,10.0,10.0,65.5149011782092,64.72519918620736,66.0
317,10.0,10.0,10.0,65.49414842652052,64.62321682167551,66.0
318,10.0,10.0,10.0,65.5149011782092,64.77858315000465,66.0
319,10.0,10.0,10.0,65.57422437221645,64.91462539400332,66.0
320,10.0,10.0,10.0,65.66380023631407,65.35325783589306,66.0
321,10.0,10.0,10.0,66.0,65.72623380484109,66.0
322,10.0,10.0,10.0,66.0,65.85807479073881,66.0
323,10.0,10.0,10.0,66.0,65.88793341210469,66.0
324,10.0,10.0,10.0,66.0,66.0,66.0
325,10.0,10.0,10.0,66.0,66.0,66.0
326,10.0,10.0,10.0,66.0,66.0,66.0
327,10.0,10.0,10.0,66.0,66.0,66.0
328,10.0,10.0,10.0,66.0,66.0,66.0
329,10.0,10.0,10.0,66.0,66.0,66.0
330,10.0,10.0,10.0,66.0,66.0,66.0
331,10.0,10.0,10.0,66.0,66.0,66.0
332,10.0,10.0,10.0,66.0,66.0,66.0
333,10.0,10.0,10.0,66.0,66.0,66.0
334,10.0,10.0,10.0,66.0,66.0,66.0
335,10.0,10.0,10.0,66.0,66.0,66.0
336,10.0,10.0,10.0,66.0,66.0,66.0
337,10.0,10.0,10.0,66.0,66.0,66.0
338,10.0,10.0,10.0,66.0,66.0,66.0
339,10.0,10.0,10.0,66.0,66.0,66.0
340,10.0,10.0,10.0,66.0,66.0,66.0
341,10.0,10.0,10.0,66.0,66.0,66.0
342,10.0,10.0,10.0,66.0,66.0,66.0
343,10.0,10.0,10.0,66.0,66.0,66.0
344,11.0,10.0,10.0,66.0,66.0,66.0
345,11.0,10.0,10.0,66.1120665878953,66.0,66.0
346,11.0,10.0,10.0,66.25399179715649,66.0,66.0
347,11.0,10.0,10.0,66.41569140442009,66.0,66.0
348,11.0,10.0,10.0,66.4722420076846,66.0,66.0
349,18.0,10.0,10.0,66.49201640568701,66.0,66.0
350,18.0,10.0,10.0,66.5843085955799,66.0,66.0
351,29.0,11.0,10.0,66.66968320157658,66.1120665878953,66.0
352,29.0,11.0,10.0,66.78174978947187,66.14192520926117,66.0
353,29.0,11.0,10.0,67.17450015642231,66.1616996072636,66.0
354,33.0,11.0,10.0,67.55761661368126,66.16861719115983,66.0
355,36.0,11.0,10.0,68.16169960726359,66.2737661951589,66.1120665878953
356,36.0,11.0,10.0,69.20119213832096,66.39591700641766,66.14192520926117
357,36.0,11.0,10.0,69.89110005157191,66.41569140442007,66.1616996072636
358,36.0,33.0,10.0,70.40289085526136,65.88205044684219,66.39275036695044
359,36.0,33.0,11.0,71.14250951422294,66.54708207664584,66.66968320157658
360,36.0,33.0,11.0,71.49518304515425,67.5468355554611,66.97330801810135
361,36.0,33.0,11.0,72.10831564346631,68.40715489692838,67.28068377905512
362,36.0,36.0,11.0,72.49196014073955,68.64881140137436,67.49201640568701
363,36.0,36.0,11.0,72.5048732197932,69.61816468255951,67.55173364841876
364,36.0,36.0,18.0,72.92470961736677,70.60176071651155,67.94028275726825
365,42.0,36.0,18.0,73.04963301936829,72.02403843966943,67.96045120399516
366,42.0,36.0,29.0,73.01977439800243,72.70911946768648,68.54649777168407
367,42.0,36.0,29.0,73.0992097737891,72.64091546379188,68.83552780199365
368,42.0,36.0,29.0,72.76203165641692,72.29294976958097,69.21410521737462
369,42.0,36.0,33.0,72.81535935526674,72.79997647160253,69.68455298800274
370,42.0,36.0,36.0,72.80844177137051,73.01493256999223,70.73488936084632
371,42.0,36.0,36.0,72.74225725841451,72.41763316901633,70.91126849829882
372,42.0,42.0,36.0,73.06935115242322,71.76533228717396,71.8437893092744
373,42.0,42.0,36.0,73.35597416168834,71.6153358268693,71.9684034065251
374,42.0,42.0,36.0,73.16906750483177,72.681955710721,72.65273765926435
375,42.0,42.0,36.0,73.6762067367483,72.80553518933799,73.28482877220861
376,10.0,42.0,36.0,73.6082279867358,72.46234804055841,73.67245579231931
377,10.0,42.0,36.0,73.38213810357269,70.80566266200918,74.01008422336344
378,10.0,42.0,36.0,72.93854478515924,70.63890249147191,74.53467557621161
379,10.0,42.0,36.0,72.3101483516965,70.75805565219807,74.42266525326377
380,10.0,42.0,36.0,71.28113409272707,70.69223670894031,74.64777678274065
381,10.0,42.0,42.0,70.86395775600131,70.22181089871984,74.5971654096861
382,10.0,42.0,42.0,69.6766007854728,71.38014007402897,74.42577562778354
383,10.0,10.0,42.0,68.73909061894727,71.6034359050545,74.56033293947654
384,10.0,10.0,42.0,68.11898417179152,72.21455553104659,75.06831653378951
385,10.0,10.0,42.0,67.6398245802107,71.83236116252641,74.75654273987891
386,10.0,10.0,42.0,67.11523322736254,70.67937337621554,75.20777193844015
387,10.0,10.0,42.0,66.80844177137052,69.36334205925651,74.81465600179145
388,10.0,10.0,42.0,66.44238338631872,68.61688354274105,74.42762612978747
389,10.0,10.0,42.0,66.30362481652477,67.52775799231539,74.60119787294465
390,10.0,10.0,42.0,66.36605838505179,66.92367499873306,74.29147135589388
391,10.0,10.0,42.0,66.25399179715649,66.4781249729471,73.89426669103915
392,10.0,10.0,10.0,66.1616996072636,66.1120665878953,74.62755207106626
393,10.0,10.0,10.0,65.8324174274739,66.0,74.26793949484386
394,10.0,10.0,10.0,65.62385739158475,66.0,74.58850985368086
395,10.0,10.0,10.0,65.5149011782092,66.0,74.41252476495285
396,10.0,10.0,10.0,65.44451540715224,65.66380023631407,73.38311645725892
