10,10,10,65.98941346,65.43467437,66.45602859
10,10,10,65.98927969,65.43444985,66.45580637
10,10,10,65.98916514,65.43423553,66.45559521
10,10,10,65.98906822,65.43403239,66.45539591
10,10,10,65.98898735,65.43384111,66.45520902
10,10,10,65.98892102,65.43366216,66.45503485
10,10,10,65.98886779,65.43349575,66.45487352
10,10,10,65.98882625,65.43334194,66.45472496
10,10,10,65.98879512,65.43320062,66.45458897
10,10,10,65.98877314,65.43307154,66.45446524
10,10,10,65.98875918,65.43295435,66.45435334
10,10,10,65.98875215,65.43284861,66.45425278
10,10,10,65.98875108,65.43275381,66.45416302
10,10,10,65.98875506,65.43266941,66.45408345
10,10,10,65.98876326,65.43259479,66.45401346
10,10,10,65.98877493,65.43252934,66.45395239
10,10,10,65.9887894,65.43247242,66.4538996
10,10,10,65.98880607,65.43242339,66.45385444
10,10,10,65.98882439,65.43238163,66.45381627
10,10,10,65.98884389,65.4323465,66.45378446
10,10,10,65.98886417,65.43231741,66.45375842
10,10,10,65.98888485,65.43229377,66.45373757
10,10,10,65.98890563,65.43227501,66.45372135
10,10,10,65.98892625,65.43226061,66.45370924
10,10,10,65.98894649,65.43225008,66.45370075
10,10,10,65.98896616,65.43224293,66.45369543
10,10,10,65.98898511,65.43223873,66.45369284
10,10,10,65.98900324,65.43223707,66.4536926
10,10,10,65.98902045,65.43223759,66.45369436
10,10,10,65.98903668,65.43223994,66.45369777
10,10,10,65.98905189,65.43224381,66.45370254
10,10,10,65.98906605,65.43224892,66.45370842
10,10,10,65.98907916,65.43225502,66.45371515
10,10,10,65.98909123,65.43226188,66.45372252
10,10,10,65.98910226,65.43226931,66.45373036
10,10,10,65.98911229,65.43227712,66.45373848
10,10,10,65.98912136,65.43228517,66.45374676
10,10,10,65.9891295,65.43229332,66.45375507
10,10,10,65.98913676,65.43230146,66.4537633
10,10,10,65.98914319,65.4323095,66.45377138
10,10,10,65.98914884,65.43223994,66.45369777
10,10,10,65.98915377,65.43224381,66.45370254
10,10,10,65.98915802,65.43224892,66.45370842
14,10,10,65.98916165,65.43225502,66.45371515
14,10,10,66.09455757,65.43226188,66.45372252
19,10,10,66.19424533,65.43226931,66.45373036
19,10,10,66.41953757,65.43227712,66.45373848
19,10,10,66.63138753,65.43228517,66.45374676
21,10,10,66.82919348,65.43229332,66.45375507
23,10,10,67.06545795,65.43230146,66.4537633
23,10,10,67.33733703,65.4323095,66.45377138
23,10,10,67.58924418,65.43223994,66.45369777
23,10,10,67.82119745,65.43224381,66.45370254
23,10,10,68.0335105,65.43224892,66.45370842
23,10,10,68.24998255,65.43225502,66.45371515
23,10,10,68.445153,65.43226188,66.45372252
23,10,10,68.61933102,65.43226931,66.45373036
23,10,10,68.77366127,65.43227712,66.45373848
23,10,10,68.91360285,65.43228517,66.45374676
26,10,10,69.03566483,65.43229332,66.45375507
26,10,10,69.21000955,65.43230146,66.4537633
26,10,10,69.36591245,65.4323095,66.45377138
26,10,10,69.49196707,65.43231735,66.45369777
26,10,10,69.60329588,65.43232495,66.45370254
26,10,10,69.70119707,65.43233225,66.45370842
26,10,10,69.78155231,65.43233921,66.45371515
26,10,10,69.84588301,65.43234579,66.45372252
26,10,10,69.90084141,65.44414696,66.45373036
26,10,10,69.95371785,65.4655867,66.45373848
26,10,10,69.99814229,65.50966084,66.45374676
10,10,10,70.03471165,65.57210768,66.45375507
10,10,10,69.64262544,65.64934222,66.4537633
10,10,10,69.26702715,65.74406079,66.45377138
10,10,10,68.91033345,65.85823775,66.45369777
10,21,10,68.57389058,65.98741077,66.45370254
10,21,10,68.25858207,66.12772526,66.45370842
10,21,10,67.96490306,66.31773684,66.45371515
10,21,10,67.68546368,66.51168023,66.45372252
10,23,10,67.42860376,66.70558804,66.45373036
10,23,10,67.16022251,66.89712554,66.45373848
10,23,10,66.91765013,67.09200276,66.45374676
10,23,10,66.70074341,67.28086788,66.45375507
10,23,10,66.50815441,67.44408172,66.4537633
