,u0,u1,u2,x_sim0,x_sim1,x_sim2
1703,40.0,0.0,0.0,54.45240920752225,54.30799247194963,55.043926867991296
1704,40.0,0.0,0.0,54.45144252781017,54.31318999364592,55.022168068407744
1705,40.0,0.0,0.0,54.45047081680958,54.318052822428484,55.00292166761065
1706,40.0,0.0,0.0,54.44950362538984,54.32256956999092,54.985928030351886
1707,40.0,0.0,0.0,54.448549498236915,54.32673759562307,54.97094914425844
1708,40.0,0.0,0.0,54.44761587873318,54.33056106603735,54.957767694532336
1709,40.0,0.0,0.0,54.44670907853576,54.33404935000678,54.946186003568315
1710,40.0,0.0,0.0,54.44583429419929,54.33721569182633,54.93602488457054
1711,40.0,0.0,0.0,54.444995657012186,54.340076118243374,54.92712244774082
1712,40.0,0.0,0.0,54.44419630526592,54.34264854179416,54.91933288920019
1713,40.0,0.0,0.0,54.44343847061377,54.34495202996328,54.91252528605006
1714,40.0,0.0,0.0,54.44272357212278,54.347006214678686,54.906582415531695
1715,40.0,0.0,0.0,54.44205231317787,54.34883082068691,54.90139961183682
1716,40.0,0.0,0.0,54.441424777638545,54.350445294587885,54.89688367054839
1717,40.0,0.0,0.0,54.44084052263659,54.35186851892743,54.89295180778737
1718,40.0,0.0,0.0,54.44029866618696,54.35311859790909,54.88953067878303
1719,40.0,0.0,0.0,54.439797968402246,54.354212703091434,54.88655545867164
1720,40.0,0.0,0.0,54.43933690558539,54.35516696897773,54.88396898678385
1721,40.0,0.0,0.0,54.43891373685025,54.3559964297296,54.881720974442715
1722,40.0,0.0,0.0,54.43852656320628,54.35671498939735,54.87976727531153
1723,40.0,0.0,0.0,54.438173379258416,54.35733541908114,54.87806921656335
1724,40.0,0.0,0.0,54.43785211782989,54.35786937534816,54.8765929885577
1725,40.0,0.0,0.0,54.43756068792531,54.358327435039484,54.87530909027681
1726,40.0,0.0,0.0,54.43729700652385,54.3587191423255,54.8741918274684
1727,40.0,0.0,0.0,54.43705902473444,54.35905306451468,54.873218860245096
1728,40.0,0.0,0.0,54.43684474886405,54.35933685369383,54.872370796782754
1729,40.0,0.0,0.0,54.436652256950566,54.35957731178803,54.87163082972613
1730,40.0,0.0,0.0,54.43647971129923,54.35978045707516,54.87098441193638
1731,40.0,0.0,0.0,54.436325367537826,54.35995159058254,54.87041896828909
1732,40.0,0.0,0.0,54.43618758067628,54.36009536113116,54.869923640343025
1733,40.0,0.0,0.0,54.4360648086206,54.36021582808681,54.86948906083978
1734,40.0,0.0,0.0,54.43595561355349,54.36031652112386,54.86910715515493
1735,40.0,0.0,0.0,54.43585866155496,54.360400496517585,54.86877096699576
1736,40.0,0.0,0.0,54.435772720797175,54.36047038965489,54.86847450582322
1737,40.0,0.0,0.0,54.43569665860905,54.360528463594804,54.868212613661896
1738,40.0,0.0,0.0,54.435629437670386,54.360576653625884,54.86798084914785
1739,40.0,0.0,0.0,54.435570111560054,54.36061660785825,54.867775386846624
1740,40.0,0.0,0.0,54.435517819850965,54.36064972395812,54.86759293005071
1741,40.0,0.0,0.0,54.435471782915215,54.36067718218506,54.867430635434864
1742,40.0,0.0,0.0,54.435431296575885,54.36069997493007,54.86728604810825
1743,40.0,0.0,0.0,54.43539572671799,54.36071893297762,54.86715704575266
1744,40.0,0.0,0.0,54.435364503949984,54.360734748729016,54.8670417906766
1745,40.0,0.0,0.0,54.43533711838806,54.36074799663304,54.866938688744206
1746,40.0,0.0,0.0,54.435313114619625,54.360759151067484,54.86684635425756
1747,40.0,0.0,0.0,54.435292086887614,54.36076860191241,54.86676357997895
1748,40.0,0.0,0.0,54.435273674526044,54.360776668046014,54.866689311578654
1749,40.0,0.0,0.0,54.435257557666326,54.36078360898273,54.866622625882584
1750,40.0,0.0,0.0,54.435243453225915,54.36078963486061,54.866562712373735
1751,40.0,0.0,0.0,54.435231111183796,54.36079491496892,54.866508857473264
1752,40.0,0.0,0.0,54.43522031114148,54.360799584992904,54.866460431189786
