,u0,u1,u2,x_fil0,x_fil1,x_fil2
0,40.0,40.0,40.0,54.54753239031781,54.1120665878953,55.0
1,40.0,40.0,40.0,54.452467609682174,54.14192520926116,55.0
2,40.0,40.0,40.0,54.4354658024225,54.161699607263586,55.0
3,40.0,40.0,40.0,54.310542400421,54.16861719115981,55.0
4,40.0,40.0,40.0,54.2737661951589,54.161699607263586,55.0
5,40.0,40.0,40.0,54.141925209261174,54.141925209261174,55.0
6,40.0,40.0,40.0,54.1120665878953,54.1120665878953,55.0
7,40.0,40.0,40.0,53.999999999999986,53.999999999999986,55.0
8,40.0,40.0,40.0,53.999999999999986,53.999999999999986,55.0
9,40.0,40.0,40.0,53.999999999999986,53.999999999999986,55.0
10,40.0,40.0,40.0,53.999999999999986,53.999999999999986,55.0
11,40.0,40.0,40.0,53.999999999999986,53.999999999999986,55.0
12,40.0,40.0,40.0,53.999999999999986,53.999999999999986,55.0
13,40.0,40.0,40.0,53.999999999999986,53.999999999999986,55.0
14,40.0,40.0,40.0,53.999999999999986,53.999999999999986,55.0
15,40.0,40.0,40.0,53.999999999999986,53.999999999999986,55.0
16,40.0,40.0,40.0,53.999999999999986,53.999999999999986,55.0
17,40.0,40.0,40.0,53.999999999999986,53.999999999999986,55.0
18,40.0,40.0,40.0,53.999999999999986,53.999999999999986,55.0
19,40.0,40.0,40.0,54.1120665878953,53.999999999999986,55.0
20,40.0,40.0,40.0,54.25399179715647,54.1120665878953,55.0
21,40.0,40.0,40.0,54.41569140442007,54.14192520926116,55.0
22,40.0,40.0,40.0,54.472242007684585,54.161699607263586,55.0
23,40.0,40.0,40.0,54.49201640568701,54.16861719115981,55.0
24,40.0,40.0,40.0,54.58430859557991,54.2737661951589,55.0
25,40.0,40.0,40.0,54.669683201576575,54.39591700641766,55.0
26,40.0,40.0,40.0,54.669683201576575,54.52775799231539,55.0
27,40.0,40.0,40.0,54.69637518347521,54.5843085955799,55.0
28,40.0,40.0,40.0,54.7460082028435,54.7460082028435,55.0
29,40.0,40.0,40.0,55.1120665878953,54.99999999999999,55.112066587895306
30,40.0,40.0,40.0,55.28385041852236,55.14192520926119,55.14192520926119
31,40.0,40.0,40.0,55.3233992145272,55.1616996072636,55.1616996072636
32,40.0,40.0,40.0,55.337234382319636,55.16861719115981,55.16861719115981
33,44.0,40.0,40.0,55.323399214527186,55.161699607263586,55.161699607263586
34,44.0,40.0,40.0,55.28385041852236,55.141925209261174,55.141925209261174
35,44.0,40.0,40.0,55.22413317579061,55.1120665878953,55.1120665878953
36,44.0,40.0,40.0,55.0,55.0,55.0
37,44.0,40.0,40.0,55.0,55.0,55.0
38,61.0,40.0,40.0,55.112066587895306,55.0,55.0
39,61.0,40.0,40.0,55.253991797156495,55.0,55.0
40,88.0,44.0,40.0,55.6398245802107,55.0,55.0
41,88.0,44.0,40.0,56.09229218989289,55.0,55.0
42,88.0,44.0,40.0,56.57739101168369,55.0,55.0
43,99.0,44.0,40.0,57.16861719115982,55.0,55.0
44,105.0,44.0,40.0,57.85807479073881,55.0,55.0
45,105.0,44.0,40.0,58.445550025785955,55.0,55.0
46,105.0,44.0,40.0,59.0,55.0,55.0
47,105.0,99.0,40.0,59.33031679842341,55.336199763685926,55.0
48,105.0,99.0,44.0,59.52187502705289,55.76197539146948,55.0
