,t,x_ref_1,x_ref_2,x_ref_3,x_1,x_2,x_3,x_tof_1,x_tof_2,x_tof_3,x_tof_filtered_1,x_tof_filtered_2,x_tof_filtered_3,u_1,u_2,u_3,J,x_adc_all_raw_History_1,x_adc_all_raw_History_2,x_adc_all_raw_History_3,x_adc_all_raw_History_4,x_adc_all_raw_History_5,x_adc_all_raw_History_6,x_adc_all_raw_History_7,x_adc_all_raw_History_8,x_adc_all_raw_History_9,x_adc_all_raw_History_10,x_adc_all_raw_History_11,x_adc_all_raw_History_12
0,3232.582235,0.0,0.0,0.0,25.0,25.0,24.0,18.0,78.0,72.0,1.1950686257255616,1.8835461282863668,1.814698378030286,10.0,10.0,10.0,0.0,60.0,54.0,54.0,54.0,54.0,54.0,55.0,53.0,55.0,53.0,54.0,59.0
1,3232.72819,0.0,0.0,0.0,28.0,28.0,27.0,16.0,74.0,73.0,1.7152705532266013,4.297802961889339,4.09462792122793,10.0,10.0,10.0,0.0,26.0,55.0,58.0,55.0,54.0,54.0,54.0,53.0,54.0,53.0,54.0,42.0
2,3232.874902,0.0,0.0,0.0,35.0,35.0,34.0,17.0,78.0,75.0,2.4111159096494634,7.60512806638216,7.274658520836182,10.0,10.0,10.0,0.0,17.0,54.0,56.0,55.0,56.0,56.0,56.0,53.0,55.0,53.0,54.0,37.0
3,3233.02142,0.0,0.0,0.0,40.0,40.0,39.0,18.0,74.0,69.0,3.0472959606292314,10.59453176955563,10.15701465934346,10.0,10.0,10.0,0.0,15.0,54.0,56.0,55.0,54.0,56.0,56.0,54.0,56.0,53.0,54.0,40.0
4,3233.188868,0.0,0.0,0.0,44.0,44.0,43.0,17.0,74.0,69.0,3.5906326551628114,13.014270039402183,12.427780248928308,10.0,10.0,10.0,0.0,17.0,56.0,56.0,55.0,55.0,56.0,57.0,55.0,56.0,54.0,54.0,40.0
5,3233.346474,0.0,0.0,0.0,48.0,48.0,47.0,19.0,73.0,72.0,4.160433979916816,15.39412519760708,14.651980356037619,10.0,10.0,10.0,0.0,13.0,56.0,56.0,56.0,57.0,56.0,57.0,58.0,56.0,56.0,57.0,42.0
6,3233.492739,0.0,0.0,0.0,50.0,51.0,50.0,19.0,73.0,70.0,4.75697604830013,17.78190980901237,16.962556814481687,10.0,10.0,10.0,0.0,17.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,38.0
7,3233.638509,0.0,0.0,0.0,53.0,53.0,52.0,20.0,74.0,69.0,5.348227556841751,20.02970174048393,19.14731146313702,10.0,10.0,10.0,0.0,13.0,56.0,56.0,56.0,57.0,56.0,56.0,56.0,56.0,56.0,56.0,39.0
8,3233.784644,0.0,0.0,0.0,54.0,54.0,53.0,18.0,73.0,69.0,5.913507313013936,22.17553478731963,21.158328589889493,10.0,10.0,10.0,0.0,15.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,41.0
9,3233.938075,0.0,0.0,0.0,56.0,56.0,55.0,19.0,73.0,68.0,6.43279154601681,24.244300788218872,23.057090300992687,10.0,10.0,10.0,0.0,16.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,39.0
10,3234.109143,0.0,0.0,0.0,58.0,58.0,57.0,20.0,73.0,72.0,6.935361771373698,26.219997355466152,24.932293173613772,10.0,10.0,10.0,0.0,13.0,56.0,56.0,56.0,56.0,56.0,57.0,56.0,57.0,56.0,56.0,41.0
11,3234.263903,0.0,0.0,0.0,59.0,59.0,58.0,19.0,76.0,67.0,7.44184224507683,28.139444652848216,26.748692787444437,10.0,10.0,10.0,0.0,13.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0,56.0,56.0,41.0
12,3234.410433,0.0,0.0,0.0,59.0,59.0,58.0,19.0,76.0,70.0,7.92964051704619,30.050346919810636,28.466756073634613,10.0,10.0,10.0,0.0,16.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,57.0,56.0,56.0,39.0
13,3234.556231,0.0,0.0,0.0,60.0,60.0,59.0,18.0,73.0,70.0,8.36377558709165,31.892350156272038,30.10847178434838,10.0,10.0,10.0,0.0,13.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,37.0
14,3234.702019,0.0,0.0,0.0,61.0,61.0,60.0,19.0,75.0,67.0,8.764681045041094,33.61070708273309,31.67975538446053,10.0,10.0,10.0,0.0,13.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,41.0
15,3234.85358,0.0,0.0,0.0,61.0,61.0,60.0,19.0,75.0,67.0,9.167163398843854,35.24447076476524,33.14915385454423,10.0,10.0,10.0,0.0,16.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,40.0
16,3235.023143,0.0,0.0,0.0,61.0,61.0,60.0,19.0,74.0,70.0,9.569450689078195,36.83898344571468,34.53715479544845,10.0,10.0,10.0,0.0,11.0,55.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0,39.0
17,3235.177306,0.0,0.0,0.0,61.0,61.0,60.0,20.0,73.0,72.0,9.96678744419902,38.354522793916125,35.95368188685057,10.0,10.0,10.0,0.0,14.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,38.0
18,3235.330217,0.0,0.0,0.0,62.0,62.0,61.0,19.0,76.0,70.0,10.351028742103946,39.79088209196057,37.39675046596424,10.0,10.0,10.0,0.0,14.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,41.0
19,3235.476653,0.0,0.0,0.0,62.0,62.0,61.0,20.0,72.0,70.0,10.724083279917311,41.17107975440224,38.755742377634306,10.0,10.0,10.0,0.0,14.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,38.0
20,3235.622474,0.0,0.0,0.0,62.0,62.0,61.0,20.0,76.0,72.0,11.089891142095373,42.5124742012087,40.02732298300141,10.0,10.0,10.0,0.0,13.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,41.0
21,3235.768209,0.0,0.0,0.0,63.0,63.0,62.0,17.0,72.0,73.0,11.415767120541414,43.78133570629616,41.300831631336315,10.0,10.0,10.0,0.0,16.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,40.0
22,3235.943084,0.0,0.0,0.0,63.0,63.0,62.0,18.0,75.0,71.0,11.681380138040915,44.989945493836935,42.56887708214375,10.0,10.0,10.0,0.0,13.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,37.0
23,3236.099753,0.0,0.0,0.0,63.0,63.0,62.0,18.0,76.0,70.0,11.912277342437976,46.18741484581035,43.738839519437015,10.0,10.0,10.0,0.0,14.0,56.0,56.0,55.0,56.0,57.0,58.0,57.0,58.0,56.0,56.0,39.0
24,3236.245934,0.0,0.0,0.0,63.0,63.0,62.0,20.0,75.0,72.0,12.175603229427985,47.37425334966773,44.81659184692213,10.0,10.0,10.0,0.0,14.0,56.0,57.0,56.0,57.0,56.0,56.0,56.0,56.0,56.0,56.0,40.0
25,3236.393294,0.0,0.0,0.0,63.0,63.0,62.0,18.0,72.0,72.0,12.463881584514228,48.48242944353615,45.883028388517225,10.0,10.0,10.0,0.0,15.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,37.0
26,3236.539102,0.0,0.0,0.0,63.0,63.0,62.0,19.0,77.0,69.0,12.726798090291528,49.51157392005425,46.91872396245555,10.0,10.0,10.0,0.0,12.0,56.0,56.0,56.0,56.0,56.0,57.0,57.0,58.0,57.0,57.0,40.0
