,t,x_ref_1,x_ref_2,x_ref_3,x_1,x_2,x_3,x_tof_1,x_tof_2,x_tof_3,x_tof_filtered_1,x_tof_filtered_2,x_tof_filtered_3,u_1,u_2,u_3,J,x_adc_all_raw_History_1,x_adc_all_raw_History_2,x_adc_all_raw_History_3,x_adc_all_raw_History_4,x_adc_all_raw_History_5,x_adc_all_raw_History_6,x_adc_all_raw_History_7,x_adc_all_raw_History_8,x_adc_all_raw_History_9,x_adc_all_raw_History_10,x_adc_all_raw_History_11,x_adc_all_raw_History_12
0,3045.929512,0.0,0.0,0.0,25.0,25.0,24.0,19.0,76.0,70.0,1.2065432507682419,1.8605968782010065,1.7917491279449262,10.0,10.0,10.0,0.0,69.0,54.0,54.0,54.0,54.0,55.0,54.0,53.0,55.0,53.0,54.0,64.0
1,3046.085817,0.0,0.0,0.0,28.0,28.0,27.0,19.0,72.0,72.0,1.7816444976244294,4.210953573264402,4.019253157645673,10.0,10.0,10.0,0.0,27.0,54.0,59.0,55.0,54.0,54.0,54.0,54.0,54.0,53.0,54.0,41.0
2,3046.233025,0.0,0.0,0.0,34.0,35.0,34.0,19.0,79.0,71.0,2.5739313010688782,7.4646706858358804,7.1087780843462935,10.0,10.0,10.0,0.0,18.0,56.0,56.0,55.0,55.0,56.0,59.0,54.0,56.0,53.0,54.0,41.0
3,3046.401507,0.0,0.0,0.0,39.0,40.0,39.0,20.0,78.0,68.0,3.306239457105695,10.504255857391852,9.89363120914203,10.0,10.0,10.0,0.0,17.0,56.0,56.0,55.0,54.0,56.0,56.0,54.0,56.0,52.0,54.0,38.0
4,3046.56399,0.0,0.0,0.0,44.0,44.0,43.0,18.0,74.0,67.0,3.90705690947014,13.040236231764446,12.091013484510269,10.0,10.0,10.0,0.0,16.0,56.0,56.0,55.0,55.0,56.0,56.0,54.0,56.0,55.0,58.0,42.0
5,3046.715762,0.0,0.0,0.0,47.0,48.0,47.0,19.0,80.0,70.0,4.492115066134011,15.558859350969156,14.262110243308616,10.0,10.0,10.0,0.0,16.0,56.0,56.0,56.0,55.0,56.0,56.0,55.0,57.0,56.0,56.0,40.0
6,3046.881046,0.0,0.0,0.0,50.0,51.0,50.0,19.0,74.0,66.0,5.079263507968908,18.077137553344137,16.49317432733176,10.0,10.0,10.0,0.0,14.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,38.0
7,3047.032852,0.0,0.0,0.0,52.0,53.0,52.0,19.0,74.0,70.0,5.640378900661101,20.40452665892234,18.601889204172938,10.0,10.0,10.0,0.0,15.0,56.0,56.0,56.0,56.0,56.0,57.0,56.0,57.0,56.0,56.0,42.0
8,3047.179186,0.0,0.0,0.0,54.0,54.0,53.0,20.0,74.0,71.0,6.194121418622758,22.55459455327878,20.63350671485466,10.0,10.0,10.0,0.0,16.0,55.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,38.0
9,3047.364265,0.0,0.0,0.0,55.0,56.0,55.0,20.0,75.0,68.0,6.744804426139969,24.617756340369414,22.626899784272993,10.0,10.0,10.0,0.0,12.0,56.0,56.0,56.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,40.0
10,3047.52303,0.0,0.0,0.0,57.0,58.0,57.0,19.0,77.0,73.0,7.2735791714203035,26.679585132116184,24.57289776408154,10.0,10.0,10.0,0.0,17.0,56.0,56.0,55.0,56.0,56.0,57.0,56.0,56.0,56.0,56.0,38.0
11,3047.668876,0.0,0.0,0.0,59.0,59.0,58.0,19.0,79.0,70.0,7.759158112119616,28.73654178116447,26.440824222114205,10.0,10.0,10.0,0.0,13.0,56.0,56.0,55.0,56.0,57.0,56.0,56.0,56.0,56.0,56.0,41.0
12,3047.821454,0.0,0.0,0.0,59.0,59.0,58.0,19.0,76.0,66.0,8.206107015612414,30.72727511341344,28.186278164240402,10.0,10.0,10.0,0.0,16.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,39.0
13,3047.968835,0.0,0.0,0.0,60.0,60.0,59.0,17.0,75.0,68.0,8.6154370867047,32.5833868554098,29.778880343824753,10.0,10.0,10.0,0.0,12.0,56.0,56.0,56.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,40.0
