,t,x_ref_1,x_ref_2,x_ref_3,x_1,x_2,x_3,x_tof_1,x_tof_2,x_tof_3,x_tof_filtered_1,x_tof_filtered_2,x_tof_filtered_3,u_1,u_2,u_3,J,x_adc_all_raw_History_1,x_adc_all_raw_History_2,x_adc_all_raw_History_3,x_adc_all_raw_History_4,x_adc_all_raw_History_5,x_adc_all_raw_History_6,x_adc_all_raw_History_7,x_adc_all_raw_History_8,x_adc_all_raw_History_9,x_adc_all_raw_History_10,x_adc_all_raw_History_11,x_adc_all_raw_History_12
0,852.9458,0.0,0.0,0.0,25.0,25.0,24.0,20.0,79.0,73.0,1.2180178758109215,1.8950207533290464,1.8261730030729664,10.0,10.0,10.0,0.0,60.0,54.0,54.0,54.0,54.0,55.0,55.0,53.0,55.0,53.0,54.0,56.0
1,853.092296,0.0,0.0,0.0,28.0,28.0,27.0,37.0,78.0,72.0,2.0201378176624587,4.375651531329848,4.115103365455038,10.0,10.0,10.0,0.0,23.0,54.0,53.0,55.0,54.0,54.0,54.0,53.0,54.0,53.0,54.0,43.0
2,853.238699,0.0,0.0,0.0,35.0,35.0,34.0,19.0,76.0,74.0,3.193048481449758,7.753995026900646,7.275249760048406,10.0,10.0,10.0,0.0,19.0,54.0,56.0,55.0,56.0,56.0,56.0,54.0,55.0,53.0,54.0,38.0
3,853.397615,0.0,0.0,0.0,40.0,40.0,39.0,19.0,79.0,72.0,4.127097942784915,10.804114797605672,10.155518838954478,10.0,10.0,10.0,0.0,14.0,56.0,56.0,55.0,54.0,56.0,56.0,54.0,55.0,54.0,54.0,38.0
4,853.555696,0.0,0.0,0.0,44.0,44.0,43.0,18.0,81.0,69.0,4.628819073037822,13.359374824953639,12.472446917778859,10.0,10.0,10.0,0.0,14.0,56.0,56.0,56.0,56.0,56.0,56.0,55.0,56.0,52.0,55.0,40.0
5,853.702593,0.0,0.0,0.0,48.0,48.0,47.0,20.0,78.0,69.0,5.084360820645134,15.979621097964003,14.709649702175982,10.0,10.0,10.0,0.0,16.0,56.0,56.0,56.0,56.0,56.0,57.0,56.0,57.0,56.0,55.0,38.0
6,853.851864,0.0,0.0,0.0,50.0,51.0,50.0,19.0,80.0,69.0,5.69814522506049,18.62996013574913,16.943031990268715,10.0,10.0,10.0,0.0,13.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,40.0
7,853.997706,0.0,0.0,0.0,53.0,53.0,52.0,20.0,74.0,71.0,6.297525432604348,21.017600310263365,19.06976904351439,10.0,10.0,10.0,0.0,17.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,39.0
8,854.155123,0.0,0.0,0.0,55.0,54.0,53.0,20.0,78.0,67.0,6.8271834349867895,23.224359277915237,21.098897648831503,10.0,10.0,10.0,0.0,14.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,57.0,56.0,56.0,38.0
9,854.307613,0.0,0.0,0.0,56.0,56.0,55.0,19.0,76.0,71.0,7.340516381826509,25.366519680410637,23.045214310888856,10.0,10.0,10.0,0.0,14.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,38.0
10,854.456854,0.0,0.0,0.0,57.0,58.0,57.0,20.0,77.0,70.0,7.840773082359259,27.451601541817638,24.928719297537512,10.0,10.0,10.0,0.0,16.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0,56.0,56.0,40.0
11,854.603347,0.0,0.0,0.0,59.0,59.0,58.0,19.0,76.0,69.0,8.309188464352083,29.445721074671575,26.751106701948476,10.0,10.0,10.0,0.0,14.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,37.0
12,854.749631,0.0,0.0,0.0,59.0,59.0,58.0,20.0,76.0,68.0,8.759440506612787,31.330257838324513,28.470010461419147,10.0,10.0,10.0,0.0,12.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,40.0
13,854.895733,0.0,0.0,0.0,60.0,60.0,59.0,19.0,73.0,72.0,9.19482236258623,33.097303721334015,30.11032148805523,10.0,10.0,10.0,0.0,15.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,40.0
14,855.062554,0.0,0.0,0.0,60.0,61.0,60.0,19.0,78.0,71.0,9.60110848508346,34.791926737550966,31.747440634969507,10.0,10.0,10.0,0.0,14.0,56.0,56.0,55.0,55.0,56.0,56.0,55.0,56.0,56.0,56.0,37.0
15,855.219942,0.0,0.0,0.0,61.0,61.0,60.0,19.0,75.0,70.0,9.979353628830964,36.44952469312638,33.35531570693164,10.0,10.0,10.0,0.0,16.0,55.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,39.0
16,855.366446,0.0,0.0,0.0,61.0,61.0,60.0,19.0,80.0,72.0,10.34003747742827,38.10764922602617,34.879170392766895,10.0,10.0,10.0,0.0,13.0,56.0,56.0,55.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,38.0
17,855.513322,0.0,0.0,0.0,61.0,61.0,60.0,18.0,77.0,69.0,10.679713960369588,39.73340744421983,36.31076476186306,10.0,10.0,10.0,0.0,13.0,56.0,56.0,55.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,41.0
18,855.659472,0.0,0.0,0.0,62.0,62.0,61.0,38.0,78.0,70.0,11.214831178897118,41.28406111699443,37.673053216131926,10.0,10.0,10.0,0.0,16.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,57.0,56.0,38.0
19,855.808799,0.0,0.0,0.0,62.0,62.0,61.0,18.0,74.0,69.0,11.901987706277561,42.71428067802304,38.958476630289866,10.0,10.0,10.0,0.0,13.0,56.0,56.0,55.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,37.0
20,855.970468,0.0,0.0,0.0,62.0,62.0,61.0,37.0,78.0,70.0,12.630311203036294,44.04833811503374,40.18451912716009,10.0,10.0,10.0,0.0,16.0,56.0,57.0,56.0,56.0,56.0,56.0,56.0,57.0,56.0,56.0,40.0
21,856.12191,0.0,0.0,0.0,63.0,63.0,62.0,18.0,79.0,69.0,13.204108901186485,45.38322851722151,41.371429340134725,10.0,10.0,10.0,0.0,15.0,56.0,56.0,55.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,38.0
22,856.268128,0.0,0.0,0.0,63.0,63.0,62.0,19.0,74.0,69.0,13.553394418259042,46.68930247002483,42.50127737256261,10.0,10.0,10.0,0.0,12.0,55.0,56.0,55.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,38.0
23,856.414917,0.0,0.0,0.0,63.0,63.0,62.0,18.0,76.0,73.0,13.739982549633375,47.881567233684066,43.61610252076831,10.0,10.0,10.0,0.0,13.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0,56.0,56.0,41.0
24,856.561087,0.0,0.0,0.0,63.0,63.0,62.0,19.0,77.0,67.0,13.869013876377004,48.98451236751315,44.69872352753902,10.0,10.0,10.0,0.0,16.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,38.0
25,856.707672,0.0,0.0,0.0,63.0,63.0,62.0,38.0,76.0,69.0,14.295509548940595,50.08355279349948,45.69414690518558,10.0,10.0,10.0,0.0,12.0,55.0,56.0,55.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,38.0
