,t,x_ref_1,x_ref_2,x_ref_3,x_1,x_2,x_3,x_tof_1,x_tof_2,x_tof_3,x_tof_filtered_1,x_tof_filtered_2,x_tof_filtered_3,u_1,u_2,u_3,J,x_adc_all_raw_History_1,x_adc_all_raw_History_2,x_adc_all_raw_History_3,x_adc_all_raw_History_4,x_adc_all_raw_History_5,x_adc_all_raw_History_6,x_adc_all_raw_History_7,x_adc_all_raw_History_8,x_adc_all_raw_History_9,x_adc_all_raw_History_10,x_adc_all_raw_History_11,x_adc_all_raw_History_12
0,1701.809098,-125.0,-125.0,-125.0,-56.640625,-56.640625,-63.96484375,19.0,77.0,71.0,1.2065432507682419,1.8720715032436868,1.803223752987606,10.0,10.0,10.0,0.0,56.0,53.0,54.0,54.0,54.0,54.0,55.0,53.0,54.0,54.0,53.0,59.0
1,1701.961689,-125.0,-125.0,-125.0,-49.31640625,-46.875,-54.19921875,20.0,79.0,73.0,1.79311912266711,4.323226017832949,4.06267785195814,10.0,10.0,10.0,0.0,26.0,54.0,56.0,55.0,54.0,55.0,55.0,53.0,56.0,53.0,54.0,42.0
2,1702.108739,-125.0,-125.0,-125.0,-34.66796875,-34.66796875,-39.55078125,20.0,78.0,70.0,2.6173559953813466,7.720862479206411,7.173269462098092,10.0,10.0,10.0,0.0,14.0,54.0,56.0,56.0,54.0,55.0,57.0,53.0,54.0,53.0,53.0,40.0
3,1702.278562,-125.0,-125.0,-125.0,-20.01953125,-20.01953125,-27.34375,19.0,75.0,72.0,3.3707308348574956,10.786039754944317,9.991641880845112,10.0,10.0,10.0,0.0,17.0,55.0,56.0,55.0,56.0,56.0,56.0,54.0,56.0,55.0,54.0,40.0
4,1702.433999,-125.0,-125.0,-125.0,-10.25390625,-10.25390625,-17.578125,18.0,75.0,69.0,3.9591690810024955,13.225047568258574,12.27067208727088,10.0,10.0,10.0,0.0,14.0,56.0,56.0,56.0,56.0,56.0,57.0,58.0,57.0,56.0,58.0,42.0
5,1702.579862,-125.0,-125.0,-125.0,-0.48828125,-0.48828125,-7.8125,19.0,79.0,69.0,4.5210241417301065,15.670362030061202,14.516402315283278,10.0,10.0,10.0,0.0,16.0,56.0,56.0,56.0,56.0,56.0,56.0,54.0,56.0,57.0,56.0,37.0
6,1702.725639,-125.0,-125.0,-125.0,4.39453125,4.39453125,-0.48828125,18.0,80.0,72.0,5.093591707305226,18.2693367713344,16.81189105091019,10.0,10.0,10.0,0.0,13.0,56.0,56.0,55.0,55.0,56.0,56.0,56.0,57.0,56.0,56.0,39.0
7,1702.872435,-125.0,-125.0,-125.0,11.71875,11.71875,4.39453125,20.0,75.0,71.0,5.653505402866942,20.738047810117738,19.00454626477013,10.0,10.0,10.0,0.0,14.0,56.0,56.0,56.0,55.0,56.0,56.0,55.0,56.0,56.0,56.0,41.0
8,1703.018512,-125.0,-125.0,-125.0,16.6015625,14.16015625,6.8359375,18.0,80.0,69.0,6.19099683581472,23.029076758542192,21.09175917301875,10.0,10.0,10.0,0.0,16.0,56.0,56.0,56.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,38.0
9,1703.18958,-125.0,-125.0,-125.0,19.04296875,19.04296875,11.71875,36.0,77.0,67.0,6.896031136700353,25.221762601526155,23.030087388693666,10.0,10.0,10.0,0.0,12.0,55.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,39.0
