,t,x_ref_1,x_ref_2,x_ref_3,x_1,x_2,x_3,x_tof_1,x_tof_2,x_tof_3,x_tof_filtered_1,x_tof_filtered_2,x_tof_filtered_3,u_1,u_2,u_3,J,x_adc_all_raw_History_1,x_adc_all_raw_History_2,x_adc_all_raw_History_3,x_adc_all_raw_History_4,x_adc_all_raw_History_5,x_adc_all_raw_History_6,x_adc_all_raw_History_7,x_adc_all_raw_History_8,x_adc_all_raw_History_9,x_adc_all_raw_History_10,x_adc_all_raw_History_11,x_adc_all_raw_History_12
0,3274.436725,0.0,0.0,0.0,25.0,25.0,24.0,18.0,76.0,71.0,1.1950686257255616,1.8605968782010065,1.803223752987606,10.0,10.0,10.0,0.0,64.0,54.0,54.0,54.0,54.0,54.0,54.0,53.0,54.0,53.0,54.0,64.0
1,3274.583713,0.0,0.0,0.0,28.0,28.0,27.0,17.0,81.0,70.0,1.7267451782692815,4.314225198648523,4.028253976830101,10.0,10.0,10.0,0.0,26.0,54.0,54.0,54.0,54.0,54.0,54.0,53.0,55.0,53.0,54.0,41.0
2,3274.73094,0.0,0.0,0.0,34.0,35.0,33.0,19.0,78.0,75.0,2.466015229004612,7.740746684221294,7.1347923795021275,10.0,10.0,10.0,0.0,16.0,57.0,55.0,56.0,54.0,56.0,54.0,53.0,54.0,53.0,54.0,41.0
3,3274.889169,0.0,0.0,0.0,40.0,40.0,39.0,17.0,72.0,73.0,3.1437374076508204,10.79960143958821,10.030819051662654,10.0,10.0,10.0,0.0,18.0,54.0,56.0,55.0,55.0,56.0,56.0,54.0,56.0,55.0,54.0,39.0
4,3275.040587,0.0,0.0,0.0,44.0,44.0,43.0,19.0,79.0,71.0,3.709710010305219,13.222309773331501,12.42551215241713,10.0,10.0,10.0,0.0,16.0,55.0,56.0,56.0,56.0,56.0,56.0,54.0,56.0,58.0,57.0,38.0
5,3275.187118,0.0,0.0,0.0,48.0,48.0,47.0,18.0,77.0,65.0,4.281814876287259,15.675952230354468,14.680015318034082,10.0,10.0,10.0,0.0,13.0,56.0,56.0,55.0,55.0,56.0,56.0,56.0,56.0,56.0,53.0,38.0
6,3275.337785,0.0,0.0,0.0,50.0,51.0,49.0,19.0,78.0,68.0,4.871739372302056,18.270842836138943,16.831752667764484,10.0,10.0,10.0,0.0,15.0,56.0,56.0,55.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,41.0
7,3275.48415,0.0,0.0,0.0,53.0,53.0,52.0,20.0,80.0,69.0,5.450876614118029,20.74070774736615,18.855025813581154,10.0,10.0,10.0,0.0,14.0,56.0,56.0,55.0,56.0,56.0,56.0,55.0,56.0,56.0,55.0,37.0
8,3275.630446,0.0,0.0,0.0,54.0,55.0,53.0,19.0,76.0,70.0,6.016093784461222,23.04038642906363,20.875311393482413,10.0,10.0,10.0,0.0,13.0,56.0,56.0,56.0,56.0,57.0,56.0,56.0,56.0,56.0,56.0,41.0
9,3275.804006,0.0,0.0,0.0,56.0,56.0,55.0,19.0,75.0,69.0,6.556717738121503,25.207245578798886,22.872291503764014,10.0,10.0,10.0,0.0,16.0,56.0,56.0,55.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,38.0
10,3275.968478,0.0,0.0,0.0,58.0,58.0,57.0,37.0,76.0,67.0,7.265384594665965,27.23789011177715,24.732659750953005,10.0,10.0,10.0,0.0,15.0,56.0,56.0,56.0,56.0,56.0,57.0,56.0,57.0,56.0,56.0,38.0
11,3276.118001,0.0,0.0,0.0,59.0,59.0,58.0,37.0,79.0,67.0,8.316357242268348,29.212397875483788,26.444431826723026,10.0,10.0,10.0,0.0,16.0,56.0,56.0,56.0,56.0,57.0,57.0,56.0,56.0,56.0,56.0,40.0
12,3276.264319,0.0,0.0,0.0,59.0,59.0,58.0,18.0,77.0,69.0,9.35565201861638,31.184911448331892,28.09136868793708,10.0,10.0,10.0,0.0,13.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,38.0
13,3276.410714,0.0,0.0,0.0,60.0,60.0,59.0,19.0,83.0,73.0,9.927895612203132,33.150178086468145,29.773616025604472,10.0,10.0,10.0,0.0,13.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,41.0
14,3276.564584,0.0,0.0,0.0,61.0,61.0,60.0,20.0,79.0,69.0,10.15275508914161,35.06691669834549,31.460371660719638,10.0,10.0,10.0,0.0,16.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,39.0
15,3276.727943,0.0,0.0,0.0,61.0,61.0,60.0,18.0,79.0,72.0,10.447402020644867,36.89090366971455,33.07269630097546,10.0,10.0,10.0,0.0,13.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,40.0
16,3276.878723,0.0,0.0,0.0,61.0,61.0,60.0,19.0,79.0,73.0,10.850786094645613,38.594608584559836,34.618734084978016,10.0,10.0,10.0,0.0,15.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,39.0
17,3277.025309,0.0,0.0,0.0,61.0,61.0,60.0,20.0,78.0,71.0,11.19416709202133,40.19528353037709,36.13195478530468,10.0,10.0,10.0,0.0,13.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,38.0
18,3277.171681,0.0,0.0,0.0,62.0,62.0,61.0,20.0,76.0,71.0,11.515908613208639,41.710650225437355,37.580675137755954,10.0,10.0,10.0,0.0,13.0,55.0,56.0,55.0,56.0,56.0,57.0,56.0,56.0,56.0,56.0,41.0
19,3277.324108,0.0,0.0,0.0,62.0,62.0,61.0,15.0,76.0,71.0,11.813106674444178,43.11600814271063,38.92478343906758,10.0,10.0,10.0,0.0,16.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,39.0
20,3277.481451,0.0,0.0,0.0,62.0,62.0,61.0,37.0,75.0,72.0,12.24503358426094,44.418114985666556,40.21770007882107,10.0,10.0,10.0,0.0,11.0,55.0,56.0,56.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,40.0
21,3277.632496,0.0,0.0,0.0,63.0,63.0,62.0,18.0,77.0,69.0,12.819293216865018,45.68010315167481,41.465528929329416,10.0,10.0,10.0,0.0,12.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,40.0
22,3277.778972,0.0,0.0,0.0,63.0,63.0,62.0,18.0,79.0,71.0,13.280131771642345,46.954717773270374,42.63568307533745,10.0,10.0,10.0,0.0,15.0,56.0,56.0,55.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,38.0
23,3277.926131,0.0,0.0,0.0,63.0,63.0,62.0,18.0,79.0,70.0,13.452783722818518,48.24352837603232,43.740031033801586,10.0,10.0,10.0,0.0,12.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,37.0
24,3278.082516,0.0,0.0,0.0,63.0,63.0,62.0,19.0,77.0,70.0,13.540946666318957,49.48141073026873,44.80781843957982,10.0,10.0,10.0,0.0,13.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,41.0
25,3278.229099,0.0,0.0,0.0,63.0,63.0,62.0,19.0,82.0,68.0,13.772582382391777,50.67002208131665,45.81149445057921,10.0,10.0,10.0,0.0,12.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0,56.0,56.0,39.0
26,3278.388204,0.0,0.0,0.0,63.0,63.0,62.0,19.0,78.0,71.0,14.027032213245562,51.833203994605675,46.755265259254884,10.0,10.0,10.0,0.0,15.0,55.0,56.0,55.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,40.0
27,3278.550856,0.0,0.0,0.0,63.0,63.0,62.0,20.0,78.0,71.0,14.22931122298517,52.943420057585314,47.698458688708065,10.0,10.0,10.0,0.0,14.0,56.0,56.0,55.0,56.0,57.0,56.0,56.0,57.0,56.0,56.0,39.0
28,3278.703314,0.0,0.0,0.0,63.0,63.0,62.0,20.0,79.0,70.0,14.44456310803986,53.96929600396126,48.64111816060466,10.0,10.0,10.0,0.0,14.0,56.0,56.0,56.0,56.0,57.0,56.0,56.0,57.0,56.0,56.0,37.0
29,3278.851227,0.0,0.0,0.0,63.0,63.0,62.0,37.0,79.0,70.0,14.873290308012988,54.95045698626941,49.52724074936641,10.0,10.0,10.0,0.0,12.0,56.0,56.0,55.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,40.0
30,3278.997863,0.0,0.0,0.0,63.0,63.0,62.0,18.0,77.0,71.0,15.41968032760994,55.90765204096096,50.35542211810452,10.0,10.0,10.0,0.0,16.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,39.0
31,3279.14446,0.0,0.0,0.0,63.0,63.0,62.0,19.0,76.0,68.0,15.7745182736293,56.77663004499731,51.139850589315515,10.0,10.0,10.0,0.0,13.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0,57.0,56.0,37.0
32,3279.299849,0.0,0.0,0.0,63.0,63.0,62.0,20.0,76.0,70.0,15.85882863486785,57.54647397787342,51.879049097526035,10.0,10.0,10.0,0.0,12.0,56.0,56.0,55.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,40.0
33,3279.453209,0.0,0.0,0.0,63.0,63.0,62.0,19.0,75.0,70.0,15.9130195987787,58.26678695975852,52.584653547019464,10.0,10.0,10.0,0.0,12.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0,56.0,56.0,41.0
34,3279.599849,0.0,0.0,0.0,63.0,63.0,62.0,19.0,76.0,70.0,16.08353614708756,58.96632587461898,53.28592064917384,10.0,10.0,10.0,0.0,16.0,55.0,56.0,55.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,39.0
35,3279.746732,0.0,0.0,0.0,63.0,63.0,62.0,18.0,78.0,70.0,16.218716965297695,59.66963782533936,53.97403406708775,10.0,10.0,10.0,0.0,12.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,57.0,56.0,56.0,38.0
36,3279.893671,0.0,0.0,0.0,63.0,63.0,62.0,19.0,75.0,68.0,16.28823571556691,60.36113881726787,54.59871858015513,10.0,10.0,10.0,0.0,13.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,41.0
37,3280.040343,0.0,0.0,0.0,63.0,63.0,62.0,20.0,79.0,71.0,16.392176166552364,61.03807778501059,55.18654189492481,10.0,10.0,10.0,0.0,16.0,56.0,56.0,55.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,38.0
38,3280.199733,0.0,0.0,0.0,63.0,63.0,62.0,17.0,78.0,72.0,16.504933970444355,61.71035813392745,55.80377079372478,10.0,10.0,10.0,0.0,12.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,38.0
39,3280.364311,0.0,0.0,0.0,63.0,63.0,62.0,19.0,77.0,72.0,16.583241798171805,62.37109952676054,56.46138713283777,10.0,10.0,10.0,0.0,12.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0,56.0,56.0,40.0
40,3280.521795,0.0,0.0,0.0,63.0,63.0,62.0,37.0,81.0,70.0,16.85494838840317,63.029603140303365,57.08593427384667,10.0,10.0,10.0,0.0,13.0,56.0,56.0,55.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,41.0
41,3280.667859,0.0,0.0,0.0,63.0,63.0,62.0,18.0,77.0,71.0,17.304214359464346,63.66520241842863,57.63325323120829,10.0,10.0,10.0,0.0,13.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,38.0
42,3280.819854,0.0,0.0,0.0,63.0,63.0,62.0,19.0,82.0,70.0,17.606309109576248,64.3078548186008,58.136621160557006,10.0,10.0,10.0,0.0,13.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,41.0
43,3280.968466,0.0,0.0,0.0,63.0,63.0,62.0,37.0,78.0,71.0,17.815683670320613,64.93454678614715,58.63645860798674,10.0,10.0,10.0,0.0,13.0,55.0,56.0,56.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,38.0
