,t,x_ref_1,x_ref_2,x_ref_3,x_1,x_2,x_3,x_tof_1,x_tof_2,x_tof_3,x_tof_filtered_1,x_tof_filtered_2,x_tof_filtered_3,u_1,u_2,u_3,J,x_adc_all_raw_History_1,x_adc_all_raw_History_2,x_adc_all_raw_History_3,x_adc_all_raw_History_4,x_adc_all_raw_History_5,x_adc_all_raw_History_6,x_adc_all_raw_History_7,x_adc_all_raw_History_8,x_adc_all_raw_History_9,x_adc_all_raw_History_10,x_adc_all_raw_History_11,x_adc_all_raw_History_12
0,2027.678691,0.0,0.0,0.0,25.0,25.0,24.0,20.0,79.0,70.0,1.2180178758109215,1.8950207533290464,1.7917491279449262,10.0,10.0,10.0,0.0,60.0,53.0,54.0,54.0,54.0,54.0,55.0,54.0,55.0,53.0,54.0,64.0
1,2027.832936,0.0,0.0,0.0,28.0,28.0,27.0,19.0,81.0,74.0,1.8135945668942177,4.410075406457887,4.0422024077310335,10.0,10.0,10.0,0.0,26.0,53.0,54.0,54.0,54.0,54.0,54.0,53.0,55.0,53.0,53.0,40.0
2,2027.979646,0.0,0.0,0.0,34.0,34.0,34.0,18.0,79.0,72.0,2.60647260955089,7.884269109838049,7.184152847928549,10.0,10.0,10.0,0.0,17.0,53.0,56.0,55.0,55.0,55.0,57.0,53.0,54.0,53.0,53.0,40.0
3,2028.137391,0.0,0.0,0.0,39.0,40.0,39.0,18.0,76.0,73.0,3.291386445027998,10.997588930861069,10.07098627067461,10.0,10.0,10.0,0.0,17.0,56.0,56.0,55.0,54.0,56.0,56.0,54.0,55.0,54.0,54.0,37.0
4,2028.289004,0.0,0.0,0.0,44.0,44.0,43.0,20.0,79.0,73.0,3.854968789334567,13.492762089465348,12.443720129194888,10.0,10.0,10.0,0.0,15.0,56.0,56.0,56.0,55.0,56.0,56.0,54.0,56.0,56.0,55.0,38.0
5,2028.435851,0.0,0.0,0.0,47.0,48.0,47.0,37.0,73.0,67.0,4.667450710928109,15.94507506099931,14.745270162386884,10.0,10.0,10.0,0.0,14.0,56.0,56.0,55.0,55.0,56.0,56.0,54.0,56.0,56.0,56.0,41.0
6,2028.582452,0.0,0.0,0.0,50.0,50.0,50.0,19.0,79.0,71.0,5.662935523939411,18.448111770445117,17.017843943740772,10.0,10.0,10.0,0.0,16.0,55.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0,40.0
7,2028.728732,0.0,0.0,0.0,52.0,53.0,52.0,20.0,78.0,67.0,6.45685585308552,20.832182298284778,19.099830094440605,10.0,10.0,10.0,0.0,14.0,56.0,56.0,55.0,55.0,56.0,56.0,55.0,56.0,56.0,56.0,38.0
8,2028.881852,0.0,0.0,0.0,53.0,54.0,53.0,19.0,77.0,70.0,6.93145941719211,23.126351650949754,21.08445869214681,10.0,10.0,10.0,0.0,13.0,56.0,56.0,55.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,40.0
9,2029.044889,0.0,0.0,0.0,56.0,56.0,55.0,19.0,77.0,68.0,7.3335755826592175,25.334416960671465,23.02066715486477,10.0,10.0,10.0,0.0,13.0,56.0,56.0,55.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,39.0
10,2029.195371,0.0,0.0,0.0,57.0,58.0,57.0,20.0,76.0,70.0,7.844916574383708,27.40499167132848,24.88492618493304,10.0,10.0,10.0,0.0,13.0,55.0,56.0,56.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,40.0
11,2029.344469,0.0,0.0,0.0,58.0,59.0,58.0,18.0,76.0,67.0,8.332593728580667,29.366400600975982,26.657137737182936,10.0,10.0,10.0,0.0,16.0,56.0,56.0,55.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,40.0
12,2029.490954,0.0,0.0,0.0,59.0,59.0,58.0,20.0,78.0,67.0,8.753556400056448,31.27479766714677,28.314580930532923,10.0,10.0,10.0,0.0,12.0,56.0,56.0,55.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,38.0
13,2029.637373,0.0,0.0,0.0,60.0,60.0,59.0,18.0,77.0,68.0,9.157631484811324,33.13602138417765,29.88140036051941,10.0,10.0,10.0,0.0,13.0,56.0,56.0,55.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,41.0
14,2029.789115,0.0,0.0,0.0,61.0,61.0,60.0,18.0,76.0,69.0,9.537646586965277,34.91765594944474,31.415751952275148,10.0,10.0,10.0,0.0,16.0,56.0,56.0,55.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,38.0
