,t,x_ref_1,x_ref_2,x_ref_3,x_1,x_2,x_3,x_tof_1,x_tof_2,x_tof_3,x_tof_filtered_1,x_tof_filtered_2,x_tof_filtered_3,u_1,u_2,u_3,J,x_adc_all_raw_History_1,x_adc_all_raw_History_2,x_adc_all_raw_History_3,x_adc_all_raw_History_4,x_adc_all_raw_History_5,x_adc_all_raw_History_6,x_adc_all_raw_History_7,x_adc_all_raw_History_8,x_adc_all_raw_History_9,x_adc_all_raw_History_10,x_adc_all_raw_History_11,x_adc_all_raw_History_12
0,3458.324921,0.0,0.0,0.0,25.0,25.0,24.0,17.0,75.0,71.0,1.1835940006828816,1.8491222531583265,1.803223752987606,10.0,10.0,10.0,0.0,64.0,54.0,54.0,56.0,54.0,56.0,55.0,54.0,56.0,54.0,54.0,60.0
1,3458.486968,0.0,0.0,0.0,28.0,29.0,28.0,16.0,77.0,73.0,1.6833204839568123,4.236376629208015,4.06267785195814,10.0,10.0,10.0,0.0,26.0,54.0,56.0,56.0,54.0,55.0,55.0,54.0,56.0,54.0,54.0,45.0
2,3458.633741,0.0,0.0,0.0,34.0,35.0,34.0,18.0,76.0,69.0,2.3785746011674513,7.54598122353209,7.161794837055411,10.0,10.0,10.0,0.0,17.0,54.0,56.0,54.0,55.0,56.0,57.0,53.0,55.0,53.0,54.0,38.0
3,3458.806218,0.0,0.0,0.0,40.0,40.0,40.0,18.0,74.0,72.0,3.039199722621567,10.542540509757774,9.95969181157532,10.0,10.0,10.0,0.0,16.0,55.0,56.0,56.0,55.0,56.0,57.0,54.0,55.0,54.0,54.0,41.0
4,3458.967605,0.0,0.0,0.0,44.0,44.0,43.0,39.0,75.0,71.0,3.85421163778313,12.959215613697829,12.249605403831541,10.0,10.0,10.0,0.0,18.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,57.0,55.0,54.0,40.0
5,3459.114197,0.0,0.0,0.0,48.0,48.0,47.0,20.0,74.0,67.0,4.881886006359175,15.357182093455304,14.517306896460044,10.0,10.0,10.0,0.0,13.0,56.0,56.0,56.0,55.0,56.0,56.0,54.0,56.0,56.0,56.0,39.0
6,3459.260688,0.0,0.0,0.0,50.0,51.0,50.0,20.0,78.0,69.0,5.768119763535979,17.84787216738341,16.768720202448627,10.0,10.0,10.0,0.0,16.0,56.0,56.0,56.0,56.0,56.0,57.0,56.0,57.0,56.0,56.0,41.0
7,3459.408909,0.0,0.0,0.0,53.0,53.0,52.0,19.0,77.0,70.0,6.295357381628438,20.24847576987982,18.856311749610484,10.0,10.0,10.0,0.0,16.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,57.0,57.0,56.0,38.0
8,3459.555123,0.0,0.0,0.0,54.0,54.0,53.0,19.0,72.0,73.0,6.704213070854656,22.490778745298222,20.925814374014205,10.0,10.0,10.0,0.0,13.0,55.0,56.0,55.0,56.0,56.0,56.0,55.0,56.0,56.0,56.0,40.0
9,3459.715255,0.0,0.0,0.0,56.0,56.0,56.0,19.0,75.0,68.0,7.221557285344112,24.573514232212542,22.97404014851583,10.0,10.0,10.0,0.0,16.0,56.0,56.0,56.0,56.0,56.0,57.0,56.0,57.0,57.0,56.0,40.0
