,t,x_ref_1,x_ref_2,x_ref_3,x_1,x_2,x_3,x_tof_1,x_tof_2,x_tof_3,x_tof_filtered_1,x_tof_filtered_2,x_tof_filtered_3,u_1,u_2,u_3,J,x_adc_all_raw_History_1,x_adc_all_raw_History_2,x_adc_all_raw_History_3,x_adc_all_raw_History_4,x_adc_all_raw_History_5,x_adc_all_raw_History_6,x_adc_all_raw_History_7,x_adc_all_raw_History_8,x_adc_all_raw_History_9,x_adc_all_raw_History_10,x_adc_all_raw_History_11,x_adc_all_raw_History_12
0,2578.705668,0.0,0.0,0.0,25.0,25.0,24.0,19.0,80.0,70.0,1.2065432507682419,1.9064953783717264,1.7917491279449262,10.0,10.0,10.0,0.0,59.0,54.0,54.0,54.0,54.0,55.0,54.0,54.0,56.0,54.0,54.0,59.0
1,2578.872772,0.0,0.0,0.0,28.0,29.0,27.0,18.0,76.0,72.0,1.7701698725817496,4.3846523505142745,4.019253157645673,10.0,10.0,10.0,0.0,27.0,55.0,52.0,55.0,54.0,55.0,54.0,54.0,55.0,54.0,54.0,42.0
2,2579.032717,0.0,0.0,0.0,34.0,35.0,34.0,18.0,77.0,72.0,2.53050660675641,7.745585446928442,7.120252709388973,10.0,10.0,10.0,0.0,19.0,54.0,56.0,56.0,55.0,56.0,56.0,54.0,55.0,54.0,54.0,38.0
3,2579.191371,0.0,0.0,0.0,39.0,40.0,39.0,19.0,77.0,73.0,3.218798829268535,10.765130057018172,9.982954403625222,10.0,10.0,10.0,0.0,18.0,56.0,56.0,56.0,54.0,56.0,56.0,56.0,56.0,57.0,54.0,38.0
4,2579.356575,0.0,0.0,0.0,44.0,44.0,43.0,19.0,78.0,73.0,3.8025192244408883,13.257852832099143,12.363627514639985,10.0,10.0,10.0,0.0,16.0,56.0,56.0,57.0,57.0,56.0,57.0,54.0,57.0,56.0,57.0,40.0
5,2579.516225,0.0,0.0,0.0,48.0,48.0,47.0,20.0,78.0,73.0,4.4185988178010005,15.802998356509153,14.748360508956296,10.0,10.0,10.0,0.0,16.0,55.0,56.0,56.0,55.0,56.0,57.0,56.0,56.0,56.0,56.0,38.0
6,2579.678979,0.0,0.0,0.0,50.0,51.0,50.0,19.0,75.0,69.0,5.049334071829487,18.36089465608702,17.120654249647906,10.0,10.0,10.0,0.0,16.0,56.0,56.0,56.0,56.0,57.0,57.0,56.0,57.0,58.0,57.0,39.0
7,2579.862223,0.0,0.0,0.0,53.0,53.0,52.0,19.0,77.0,75.0,5.625081791343625,20.70367824929238,19.32480212046428,10.0,10.0,10.0,0.0,14.0,56.0,56.0,56.0,56.0,56.0,57.0,56.0,57.0,56.0,56.0,40.0
8,2580.015095,0.0,0.0,0.0,54.0,55.0,54.0,20.0,72.0,68.0,6.16921503658509,22.867236533138488,21.40665448707075,10.0,10.0,10.0,0.0,15.0,56.0,56.0,56.0,56.0,57.0,57.0,56.0,57.0,56.0,56.0,42.0
9,2580.16122,0.0,0.0,0.0,56.0,56.0,55.0,19.0,78.0,72.0,6.704595273657559,24.964352004388175,23.412527185696867,10.0,10.0,10.0,0.0,17.0,56.0,56.0,55.0,56.0,56.0,56.0,56.0,56.0,56.0,56.0,38.0
