,0,1,2,3,4
0,1.0,94.43757700920105,3.192605766312213,6.594971774761627,4.102241036887419
1,1.0,94.56134724617004,3.458917071091341,6.759678141451371,4.212364366274908
2,1.0,94.66359663009644,3.2815050838959383,7.160607830664685,4.159387716534817
3,1.0,94.82646584510803,3.1416648215513487,7.197198178289925,4.119895137620821
4,1.0,94.62878918647766,3.3568529559716955,6.863612609230966,4.24215887343613
5,2.0,110.66699028015137,3.1065989053134677,7.045022760905222,4.074199648063214
6,2.0,109.8059253692627,3.43631243988922,7.060555437467899,4.021282029242477
7,2.0,109.56734585762024,3.170101716108966,7.013893815695278,3.963194663655316
8,2.0,110.61161637306213,2.8058609787754927,7.122586826644739,4.018373168523766
9,2.0,110.2170352935791,3.358355082053718,6.907341583902367,4.079158907333153
10,3.0,136.9762086868286,2.7488335756325712,6.794703410063421,3.8783315357759296
11,3.0,139.12964463233948,3.1216875939194346,6.906979505037764,3.8923318580321102
12,3.0,138.36237907409668,2.945571813997522,6.881117605235597,3.8267579817168422
13,3.0,135.9422173500061,3.2288001986028356,6.886242196674711,3.897599962462902
14,3.0,136.69831609725952,2.9732275947019913,6.8600246609217,3.8931041080837456
15,4.0,174.468985080719,3.135731351855967,6.6982123884410845,3.744739637050701
16,4.0,174.75480151176453,3.081016106524708,6.773644402912664,3.6535549883535263
17,4.0,173.79446649551392,3.0498179577848177,6.687071359856844,3.7404777232538553
18,4.0,176.6684534549713,3.326615144387306,6.7431426931326,3.7372259239975976
19,4.0,176.362939119339,3.044470927426779,6.647438623290935,3.6455884330621555
