,t,x_ref_1,x_1,x_tof,x_tof_filtered,u_1,J,FSP_reading
45,1208.99685,-2566.40625,-125.0,89.0,73.2999682008869,10.0,0.0,4.339449541284404
46,1209.143788,-2566.40625,-125.0,86.0,73.86162273034424,10.0,0.0,157.66666666666666
47,1209.288942,-2566.40625,-125.0,84.0,74.3796863799376,10.0,0.0,-15.258064516129032
48,1209.433648,-2566.40625,-125.0,86.0,74.80435157279985,10.0,0.0,5.9125
49,1209.578914,-2566.40625,-125.0,85.0,75.1987385628895,10.0,0.0,4.185840707964601
50,1209.723566,-2566.40625,-125.0,85.0,75.6113131401997,10.0,0.0,118.25
51,1209.882332,-2566.40625,-125.0,85.0,76.00346283445187,10.0,0.0,8.924528301886792
52,1210.041369,-2566.40625,-125.0,86.0,76.37031944279259,10.0,0.0,6.064102564102564
53,1210.187454,-2566.40625,-125.0,86.0,76.74889403642312,10.0,0.0,-11.261904761904763
54,1210.332021,-2566.40625,-125.0,87.0,77.14323666267785,10.0,0.0,11.0
55,1210.477294,-2566.40625,-125.0,86.0,77.52565771318152,10.0,0.0,3.814516129032258
56,1210.62198,-2566.40625,-125.0,87.0,77.88979212234092,10.0,0.0,12.447368421052632
57,1210.766851,-2566.40625,-125.0,88.0,78.25847099307522,10.0,0.0,-11.0
58,1210.938311,-2566.40625,-125.0,86.0,78.62240224163725,10.0,0.0,3.814516129032258
59,1211.086169,-2566.40625,-125.0,86.0,78.9467070504656,10.0,0.0,-11.536585365853659
60,1211.23091,-2566.40625,-125.0,85.0,79.21201717333578,10.0,0.0,18.92
61,1211.37611,-2566.40625,-125.0,83.0,79.42068001619063,10.0,0.0,3.814516129032258
62,1211.521045,-2566.40625,-125.0,87.0,79.62648910659333,10.0,0.0,9.27450980392157
63,1211.673746,-2566.40625,-125.0,87.0,79.88192916556784,10.0,0.0,5.375
64,1211.82063,-2566.40625,-125.0,85.0,80.16234563235054,10.0,0.0,7.390625
65,1211.965742,-2566.40625,-125.0,88.0,80.42626138238403,10.0,0.0,-11.261904761904763
66,1212.111374,-2566.40625,-125.0,86.0,80.66691502526498,10.0,0.0,11.0
67,1212.256152,-2566.40625,-125.0,85.0,80.89115913153658,10.0,0.0,3.784
68,1212.4012,-2566.40625,-125.0,88.0,81.10676788389063,10.0,0.0,11.0
69,1212.558808,-2566.40625,-125.0,84.0,81.29955493336473,10.0,0.0,4.261261261261262
70,1212.704369,-2566.40625,-125.0,87.0,81.48708950732154,10.0,0.0,-16.892857142857142
71,1212.849296,-2566.40625,-125.0,84.0,81.64630444415914,10.0,0.0,-236.5
72,1212.994305,-2566.40625,-125.0,87.0,81.79657427496406,10.0,0.0,4.3090909090909095
73,1213.139369,-2566.40625,-125.0,87.0,81.98113106099217,10.0,0.0,5.630952380952381
74,1213.28475,-2566.40625,-125.0,88.0,82.20166815965251,10.0,0.0,-13.13888888888889
75,1213.44409,-2566.40625,-125.0,88.0,82.43908100618972,10.0,0.0,-27.823529411764707
76,1213.590603,-2566.40625,-125.0,89.0,82.67787409629129,10.0,0.0,14.78125
77,1213.735704,-2566.40625,-125.0,88.0,82.91272913005957,10.0,0.0,3.784
78,1213.88132,-2566.40625,-125.0,90.0,83.15426557209067,10.0,0.0,16.310344827586206
79,1214.02659,-2566.40625,-125.0,89.0,83.40112598378728,10.0,0.0,-11.825
80,1214.172647,-2566.40625,-125.0,86.0,83.60652406838065,10.0,0.0,5.375
81,1214.331705,-2566.40625,-125.0,88.0,83.75260210956401,10.0,0.0,9.854166666666666
82,1214.491703,-2566.40625,-125.0,88.0,83.88617179161261,10.0,0.0,9.854166666666666
83,1214.637299,-2566.40625,-125.0,86.0,84.03046889848152,10.0,0.0,4.113043478260869
84,1214.782475,-2566.40625,-125.0,90.0,84.18796792735738,10.0,0.0,-118.25
85,1214.927713,-2566.40625,-125.0,86.0,84.33200894583106,10.0,0.0,-19.708333333333332
86,1215.074063,-2566.40625,-125.0,85.0,84.42993477834385,10.0,0.0,4.157894736842105
87,1215.221236,-2566.40625,-125.0,90.0,84.51612361158293,10.0,0.0,11.261904761904763
88,1215.38096,-2566.40625,-125.0,82.0,84.58155231469021,10.0,0.0,10.282608695652174
89,1215.527287,-2566.40625,-125.0,84.0,84.5910986555757,10.0,0.0,-16.892857142857142
90,1215.672281,-2566.40625,-125.0,86.0,84.55655528866653,10.0,0.0,5.436781609195402
91,1215.817285,-2566.40625,-125.0,86.0,84.5709218243977,10.0,0.0,4.223214285714286
92,1215.962167,-2566.40625,-125.0,86.0,84.6577175405842,10.0,0.0,-236.5
93,1216.107075,-2566.40625,-125.0,85.0,84.71505452135668,10.0,0.0,-15.766666666666667
94,1216.279095,-2566.40625,-125.0,87.0,84.74472536266602,10.0,0.0,4.504761904761905
95,1216.429416,-2566.40625,-125.0,90.0,84.84640130087041,10.0,0.0,94.6
96,1216.576091,-2566.40625,-125.0,89.0,85.03075279668518,10.0,0.0,3.909090909090909
97,1216.720885,-2566.40625,-125.0,88.0,85.21270054817144,10.0,0.0,18.92
98,1216.865499,-2566.40625,-125.0,87.0,85.32095438265547,10.0,0.0,-11.261904761904763
99,1217.010355,-2566.40625,-125.0,89.0,85.40136810983664,10.0,0.0,10.282608695652174
100,1217.179471,-2566.40625,-125.0,86.0,85.48948743199993,10.0,0.0,5.031914893617022
101,1217.326581,-2566.40625,-125.0,85.0,85.53667284581287,10.0,0.0,-13.911764705882353
102,1217.471585,-2566.40625,-125.0,87.0,85.53832111476743,10.0,0.0,5.987341772151899
103,1217.616299,-2566.40625,-125.0,87.0,85.5609373900612,10.0,0.0,4.008474576271187
104,1217.761108,-2566.40625,-125.0,89.0,85.65436058461673,10.0,0.0,31.533333333333335
105,1217.90576,-2566.40625,-125.0,84.0,85.7300892014846,10.0,0.0,-11.825
106,1218.071639,-2566.40625,-125.0,88.0,85.7505685570151,10.0,0.0,8.016949152542374
107,1218.231378,-2566.40625,-125.0,85.0,85.75082075318029,10.0,0.0,7.721311475409836
108,1218.376966,-2566.40625,-125.0,87.0,85.77078896942831,10.0,0.0,4.339449541284404
109,1218.521802,-2566.40625,-125.0,85.0,85.7887984949633,10.0,0.0,-157.66666666666666
110,1218.666641,-2566.40625,-125.0,88.0,85.80484537564945,10.0,0.0,-15.258064516129032
111,1218.811562,-2566.40625,-125.0,90.0,85.88698677188637,10.0,0.0,5.698795180722891
112,1218.95677,-2566.40625,-125.0,87.0,86.01355810830721,10.0,0.0,4.077586206896552
113,1219.130607,-2566.40625,-125.0,85.0,86.07655468788259,10.0,0.0,21.5
114,1219.277251,-2566.40625,-125.0,91.0,86.10347241050158,10.0,0.0,4.504761904761905
115,1219.421993,-2566.40625,-125.0,88.0,86.18980807763565,10.0,0.0,-52.55555555555556
116,1219.566988,-2566.40625,-125.0,88.0,86.32038026137185,10.0,0.0,-18.92
117,1219.711908,-2566.40625,-125.0,90.0,86.42428318461997,10.0,0.0,5.197802197802198
118,1219.856675,-2566.40625,-125.0,86.0,86.48179619265218,10.0,0.0,4.149122807017544
119,1220.028461,-2566.40625,-125.0,88.0,86.52661874620671,10.0,0.0,-18.192307692307693
120,1220.175478,-2566.40625,-125.0,86.0,86.5413490558049,10.0,0.0,3.814516129032258
121,1220.320303,-2566.40625,-125.0,87.0,86.53884361601196,10.0,0.0,14.333333333333334
122,1220.465206,-2566.40625,-125.0,90.0,86.58488721868099,10.0,0.0,-11.261904761904763
123,1220.610253,-2566.40625,-125.0,89.0,86.68801607911116,10.0,0.0,9.653061224489797
124,1220.755132,-2566.40625,-125.0,87.0,86.78585610586762,10.0,0.0,3.814516129032258
125,1220.925601,-2566.40625,-125.0,86.0,86.80334086491663,10.0,0.0,-11.536585365853659
126,1221.073187,-2566.40625,-125.0,85.0,86.7447042818781,10.0,0.0,4.261261261261262
127,1221.21807,-2566.40625,-125.0,85.0,86.67047477474236,10.0,0.0,5.141304347826087
128,1221.362724,-2566.40625,-125.0,86.0,86.6146755174593,10.0,0.0,-22.523809523809526
129,1221.507825,-2566.40625,-125.0,83.0,86.54781874452428,10.0,0.0,-39.416666666666664
130,1221.652764,-2566.40625,-125.0,89.0,86.50321456291489,10.0,0.0,4.548076923076923
131,1221.822173,-2566.40625,-125.0,85.0,86.49752823674031,10.0,0.0,17.51851851851852
132,1221.97013,-2566.40625,-125.0,89.0,86.534989531011,10.0,0.0,11.536585365853659
133,1222.115618,-2566.40625,-125.0,87.0,86.58342705903301,10.0,0.0,3.814516129032258
134,1222.260616,-2566.40625,-125.0,85.0,86.5915695008044,10.0,0.0,14.333333333333334
135,1222.405611,-2566.40625,-125.0,88.0,86.58071622636118,10.0,0.0,-11.536585365853659
136,1222.5505,-2566.40625,-125.0,86.0,86.57324982108813,10.0,0.0,9.854166666666666
137,1222.708935,-2566.40625,-125.0,87.0,86.58596405238498,10.0,0.0,-52.55555555555556
138,1222.868691,-2566.40625,-125.0,87.0,86.60188932356478,10.0,0.0,-26.27777777777778
139,1223.014173,-2566.40625,-125.0,86.0,86.59968860652526,10.0,0.0,3.941666666666667
140,1223.160281,-2566.40625,-125.0,86.0,86.58596042200715,10.0,0.0,9.653061224489797
141,1223.305094,-2566.40625,-125.0,86.0,86.5592007069462,10.0,0.0,-11.261904761904763
142,1223.45003,-2566.40625,-125.0,84.0,86.50876435206374,10.0,0.0,17.51851851851852
143,1223.595276,-2566.40625,-125.0,91.0,86.50588778107426,10.0,0.0,3.877049180327869
144,1223.776969,-2566.40625,-125.0,86.0,86.5647885328325,10.0,0.0,3.784
145,1223.923232,-2566.40625,-125.0,88.0,86.63523389322894,10.0,0.0,-29.5625
146,1224.07788,-2566.40625,-125.0,86.0,86.65134102575095,10.0,0.0,4.149122807017544
147,1224.223733,-2566.40625,-125.0,86.0,86.62141103957254,10.0,0.0,-22.523809523809526
148,1224.378929,-2566.40625,-125.0,84.0,86.57236124529982,10.0,0.0,4.548076923076923
149,1224.537088,-2566.40625,-125.0,85.0,86.49564444239644,10.0,0.0,3.784
150,1224.697465,-2566.40625,-125.0,86.0,86.42748633825933,10.0,0.0,3.814516129032258
151,1224.842669,-2566.40625,-125.0,90.0,86.44855005717514,10.0,0.0,43.0
152,1224.987783,-2566.40625,-125.0,85.0,86.51555518293745,10.0,0.0,-13.13888888888889
153,1225.132308,-2566.40625,-125.0,89.0,86.56424648185317,10.0,0.0,8.6
154,1225.277523,-2566.40625,-125.0,87.0,86.5885162579101,10.0,0.0,3.845528455284553
155,1225.425454,-2566.40625,-125.0,88.0,86.62844976687825,10.0,0.0,-59.125
156,1225.585689,-2566.40625,-125.0,88.0,86.68737943492624,10.0,0.0,-20.565217391304348
157,1225.731561,-2566.40625,-125.0,86.0,86.71522099958402,10.0,0.0,19.708333333333332
158,1225.876952,-2566.40625,-125.0,85.0,86.69034739805885,10.0,0.0,3.845528455284553
159,1226.021982,-2566.40625,-125.0,89.0,86.66695606434902,10.0,0.0,8.155172413793103
160,1226.166951,-2566.40625,-125.0,88.0,86.7051812641453,10.0,0.0,-11.536585365853659
161,1226.312073,-2566.40625,-125.0,86.0,86.76554352318986,10.0,0.0,26.27777777777778
162,1226.47076,-2566.40625,-125.0,88.0,86.78530293245156,10.0,0.0,-16.310344827586206
163,1226.617456,-2566.40625,-125.0,86.0,86.7712517387049,10.0,0.0,3.877049180327869
164,1226.762284,-2566.40625,-125.0,88.0,86.78079589305858,10.0,0.0,6.47945205479452
165,1226.907376,-2566.40625,-125.0,88.0,86.81947486935866,10.0,0.0,-13.514285714285714
166,1227.05217,-2566.40625,-125.0,86.0,86.8455486250712,10.0,0.0,473.0
167,1227.197505,-2566.40625,-125.0,86.0,86.83339503167085,10.0,0.0,4.185840707964601
168,1227.356208,-2566.40625,-125.0,90.0,86.83388951271496,10.0,0.0,6.223684210526316
169,1227.515599,-2566.40625,-125.0,86.0,86.87503245383218,10.0,0.0,8.6
170,1227.661045,-2566.40625,-125.0,86.0,86.89882859682582,10.0,0.0,4.042735042735043
171,1227.806137,-2566.40625,-125.0,86.0,86.85611075098994,10.0,0.0,52.55555555555556
172,1227.951226,-2566.40625,-125.0,86.0,86.79722492067438,10.0,0.0,-13.911764705882353
173,1228.096064,-2566.40625,-125.0,88.0,86.79332987755855,10.0,0.0,7.390625
174,1228.241037,-2566.40625,-125.0,85.0,86.79980489331945,10.0,0.0,3.877049180327869
175,1228.414206,-2566.40625,-125.0,90.0,86.81594431157166,10.0,0.0,-22.523809523809526
176,1228.560558,-2566.40625,-125.0,89.0,86.88173647385327,10.0,0.0,3.814516129032258
177,1228.705374,-2566.40625,-125.0,85.0,86.94306239288002,10.0,0.0,7.883333333333334
178,1228.85016,-2566.40625,-125.0,88.0,86.94706583738345,10.0,0.0,-13.13888888888889
179,1228.996066,-2566.40625,-125.0,88.0,86.93338606160204,10.0,0.0,15.766666666666667
180,1229.141383,-2566.40625,-125.0,87.0,86.96338014943615,10.0,0.0,3.738095238095238
181,1229.315079,-2566.40625,-125.0,88.0,87.00817977913793,10.0,0.0,-15.258064516129032
182,1229.461889,-2566.40625,-125.0,86.0,87.00906549409056,10.0,0.0,3.845528455284553
183,1229.609076,-2566.40625,-125.0,86.0,86.97866685205265,10.0,0.0,157.66666666666666
184,1229.755058,-2566.40625,-125.0,88.0,86.95923163440942,10.0,0.0,-20.565217391304348
185,1229.900066,-2566.40625,-125.0,89.0,86.99082747993648,10.0,0.0,5.197802197802198
186,1230.045255,-2566.40625,-125.0,90.0,87.0882540453907,10.0,0.0,4.261261261261262
187,1230.216139,-2566.40625,-125.0,88.0,87.18892716374378,10.0,0.0,-13.13888888888889
188,1230.364117,-2566.40625,-125.0,87.0,87.22889430037341,10.0,0.0,3.753968253968254
189,1230.509795,-2566.40625,-125.0,87.0,87.21543279597027,10.0,0.0,17.51851851851852
190,1230.654737,-2566.40625,-125.0,88.0,87.20530095383695,10.0,0.0,-11.536585365853659
191,1230.799869,-2566.40625,-125.0,86.0,87.20829094169085,10.0,0.0,10.063829787234043
192,1230.94451,-2566.40625,-125.0,87.0,87.19696351119221,10.0,0.0,3.784
193,1231.118536,-2566.40625,-125.0,88.0,87.1839269071696,10.0,0.0,-16.310344827586206
194,1231.267912,-2566.40625,-125.0,84.0,87.15852486184278,10.0,0.0,4.462264150943396
195,1231.417797,-2566.40625,-125.0,87.0,87.11014633854157,10.0,0.0,-17.51851851851852
196,1231.563912,-2566.40625,-125.0,89.0,87.08711562063786,10.0,0.0,4.504761904761905
197,1231.708931,-2566.40625,-125.0,88.0,87.13509054449887,10.0,0.0,4.777777777777778
198,1231.853989,-2566.40625,-125.0,84.0,87.16130164293945,10.0,0.0,-43.0
199,1232.026701,-2566.40625,-125.0,86.0,87.08777856175344,10.0,0.0,4.339449541284404
200,1232.173931,-2566.40625,-125.0,88.0,87.0148091809147,10.0,0.0,94.6
201,1232.324443,-2566.40625,-125.0,89.0,87.0504440109579,10.0,0.0,5.630952380952381
202,1232.470202,-2566.40625,-125.0,90.0,87.16350482014057,10.0,0.0,4.077586206896552
203,1232.61484,-2566.40625,-125.0,88.0,87.25658868223384,10.0,0.0,94.6
204,1232.760557,-2566.40625,-125.0,83.0,87.24243214230378,10.0,0.0,-16.892857142857142
205,1232.933114,-2566.40625,-125.0,90.0,87.1814062761337,10.0,0.0,4.777777777777778
206,1233.083255,-2566.40625,-125.0,88.0,87.18324267679331,10.0,0.0,52.55555555555556
207,1233.228038,-2566.40625,-125.0,89.0,87.2695431236817,10.0,0.0,4.223214285714286
208,1233.372962,-2566.40625,-125.0,87.0,87.33388785500877,10.0,0.0,5.031914893617022
209,1233.518074,-2566.40625,-125.0,86.0,87.31041699633874,10.0,0.0,-24.894736842105264
210,1233.6626,-2566.40625,-125.0,88.0,87.27417522883674,10.0,0.0,-17.51851851851852
211,1233.83172,-2566.40625,-125.0,88.0,87.28172460898885,10.0,0.0,3.845528455284553
212,1233.979504,-2566.40625,-125.0,87.0,87.31084560263346,10.0,0.0,-19.708333333333332
213,1234.124267,-2566.40625,-125.0,88.0,87.32707022890641,10.0,0.0,-24.894736842105264
214,1234.269708,-2566.40625,-125.0,90.0,87.35847020062096,10.0,0.0,4.826530612244898
215,1234.414291,-2566.40625,-125.0,88.0,87.42590823026462,10.0,0.0,4.149122807017544
216,1234.565052,-2566.40625,-125.0,91.0,87.51791575252349,10.0,0.0,-15.766666666666667
217,1234.728078,-2566.40625,-125.0,89.0,87.60622429594132,10.0,0.0,36.38461538461539
218,1234.887586,-2566.40625,-125.0,81.0,87.58920481417314,10.0,0.0,-94.6
219,1235.033124,-2566.40625,-125.0,90.0,87.49258838542362,10.0,0.0,3.877049180327869
220,1235.178576,-2566.40625,-125.0,87.0,87.43549745491414,10.0,0.0,6.955882352941177
221,1235.323292,-2566.40625,-125.0,85.0,87.44182092229522,10.0,0.0,-15.258064516129032
222,1235.468504,-2566.40625,-125.0,85.0,87.39441292959678,10.0,0.0,-59.125
223,1235.617784,-2566.40625,-125.0,88.0,87.29727351733797,10.0,0.0,3.814516129032258
224,1235.778414,-2566.40625,-125.0,86.0,87.26284312977879,10.0,0.0,4.077586206896552
225,1235.923961,-2566.40625,-125.0,86.0,87.25920924735574,10.0,0.0,-27.823529411764707
226,1236.069512,-2566.40625,-125.0,84.0,87.18659652006129,10.0,0.0,-21.5
227,1236.214221,-2566.40625,-125.0,88.0,87.10155461517927,10.0,0.0,5.197802197802198
228,1236.362011,-2566.40625,-125.0,87.0,87.0853844455906,10.0,0.0,6.855072463768116
229,1236.50725,-2566.40625,-125.0,85.0,87.0881807833822,10.0,0.0,-13.13888888888889
230,1236.685553,-2566.40625,-125.0,86.0,87.04164914723232,10.0,0.0,16.892857142857142
231,1236.835384,-2566.40625,-125.0,86.0,86.96859023274992,10.0,0.0,7.629032258064516
232,1236.981546,-2566.40625,-125.0,88.0,86.94876305561282,10.0,0.0,4.420560747663552
233,1237.12632,-2566.40625,-125.0,86.0,86.96499979073134,10.0,0.0,157.66666666666666
234,1237.272993,-2566.40625,-125.0,86.0,86.95199621176862,10.0,0.0,-47.3
235,1237.417969,-2566.40625,-125.0,86.0,86.90508571981084,10.0,0.0,4.826530612244898
236,1237.591168,-2566.40625,-125.0,86.0,86.85829767270556,10.0,0.0,-13.941176470588236
237,1237.737144,-2566.40625,-125.0,85.0,86.81598813972398,10.0,0.0,8.298245614035087
238,1237.883492,-2566.40625,-125.0,88.0,86.78836318630869,10.0,0.0,4.077586206896552
239,1238.028881,-2566.40625,-125.0,85.0,86.77163324281385,10.0,0.0,157.66666666666666
240,1238.174431,-2566.40625,-125.0,86.0,86.74783921333322,10.0,0.0,-16.310344827586206
241,1238.319272,-2566.40625,-125.0,88.0,86.72897558877641,10.0,0.0,6.661971830985915
242,1238.491822,-2566.40625,-125.0,83.0,86.69674360269494,10.0,0.0,-236.5
243,1238.638172,-2566.40625,-125.0,86.0,86.63877023710319,10.0,0.0,27.823529411764707
244,1238.784267,-2566.40625,-125.0,87.0,86.58308185297057,10.0,0.0,3.753968253968254
245,1238.929429,-2566.40625,-125.0,89.0,86.60728853523767,10.0,0.0,8.924528301886792
246,1239.075396,-2566.40625,-125.0,85.0,86.66672570275719,10.0,0.0,-11.0
247,1239.220382,-2566.40625,-125.0,88.0,86.67993745207157,10.0,0.0,13.911764705882353
248,1239.379339,-2566.40625,-125.0,87.0,86.67310430358341,10.0,0.0,-29.5625
249,1239.528046,-2566.40625,-125.0,86.0,86.68193219501161,10.0,0.0,3.941666666666667
250,1239.673805,-2566.40625,-125.0,87.0,86.68815534834644,10.0,0.0,-94.6
251,1239.823892,-2566.40625,-125.0,87.0,86.6822913203056,10.0,0.0,5.7682926829268295
252,1239.972631,-2566.40625,-125.0,87.0,86.6926315832314,10.0,0.0,10.511111111111111
253,1240.160298,-2566.40625,-125.0,80.0,86.6332951816782,10.0,0.0,-29.5625
254,1240.319926,-2566.40625,-125.0,83.0,86.45490204619303,10.0,0.0,-13.911764705882353
255,1240.474159,-2566.40625,-125.0,84.0,86.26255071564526,10.0,0.0,11.825
256,1240.61903,-2566.40625,-125.0,85.0,86.16914558005817,10.0,0.0,-11.261904761904763
257,1240.765152,-2566.40625,-125.0,83.0,86.12314810228648,10.0,0.0,9.096153846153847
258,1240.909951,-2566.40625,-125.0,84.0,86.03225835723794,10.0,0.0,3.784
259,1241.069369,-2566.40625,-125.0,84.0,85.92275934458961,10.0,0.0,4.548076923076923
260,1241.228106,-2566.40625,-125.0,82.0,85.81989567458412,10.0,0.0,6.064102564102564
261,1241.374444,-2566.40625,-125.0,89.0,85.77187881992833,10.0,0.0,5.5
262,1241.519192,-2566.40625,-125.0,84.0,85.77789337582088,10.0,0.0,-24.894736842105264
263,1241.664227,-2566.40625,-125.0,85.0,85.78506280693266,10.0,0.0,-21.5
264,1241.813704,-2566.40625,-125.0,85.0,85.74624768787889,10.0,0.0,4.077586206896552
265,1241.958753,-2566.40625,-125.0,82.0,85.65727690835536,10.0,0.0,23.65
266,1242.130567,-2566.40625,-125.0,80.0,85.51668460152185,10.0,0.0,6.757142857142857
267,1242.277068,-2566.40625,-125.0,87.0,85.38229580305868,10.0,0.0,6.064102564102564
268,1242.422038,-2566.40625,-125.0,87.0,85.36730170743853,10.0,0.0,-14.78125
269,1242.568388,-2566.40625,-125.0,85.0,85.44724325555838,10.0,0.0,24.894736842105264
270,1242.713082,-2566.40625,-125.0,84.0,85.46471894251985,10.0,0.0,3.9747899159663866
271,1242.857321,-2566.40625,-125.0,85.0,85.39714868286902,10.0,0.0,4.927083333333333
272,1243.029482,-2566.40625,-125.0,86.0,85.3635477697307,10.0,0.0,-67.57142857142857
273,1243.178699,-2566.40625,-125.0,84.0,85.37213961280126,10.0,0.0,5.698795180722891
274,1243.324282,-2566.40625,-125.0,87.0,85.38127971202235,10.0,0.0,-12.783783783783784
275,1243.469943,-2566.40625,-125.0,82.0,85.35238382671089,10.0,0.0,39.416666666666664
276,1243.616,-2566.40625,-125.0,80.0,85.23906085819587,10.0,0.0,3.753968253968254
277,1243.760865,-2566.40625,-125.0,87.0,85.11224629161653,10.0,0.0,7.166666666666667
278,1243.93204,-2566.40625,-125.0,84.0,85.0675751374994,10.0,0.0,47.3
279,1244.080474,-2566.40625,-125.0,85.0,85.09769936381402,10.0,0.0,5.987341772151899
280,1244.2253,-2566.40625,-125.0,86.0,85.11512822526399,10.0,0.0,-18.92
281,1244.371081,-2566.40625,-125.0,83.0,85.08607549651191,10.0,0.0,236.5
282,1244.515931,-2566.40625,-125.0,83.0,85.03163932414182,10.0,0.0,4.3
283,1244.660465,-2566.40625,-125.0,83.0,84.9443434457525,10.0,0.0,4.339449541284404
284,1244.83363,-2566.40625,-125.0,87.0,84.89756014763064,10.0,0.0,59.125
285,1244.98121,-2566.40625,-125.0,85.0,84.9320832754287,10.0,0.0,4.9375
286,1245.126448,-2566.40625,-125.0,87.0,84.99969053705517,10.0,0.0,-26.27777777777778
287,1245.271972,-2566.40625,-125.0,87.0,85.06436062212065,10.0,0.0,-43.0
288,1245.416814,-2566.40625,-125.0,82.0,85.07919362517295,10.0,0.0,4.777777777777778
289,1245.562201,-2566.40625,-125.0,87.0,85.06003858154754,10.0,0.0,4.339449541284404
290,1245.731882,-2566.40625,-125.0,84.0,85.03819582029783,10.0,0.0,-11.536585365853659
291,1245.880222,-2566.40625,-125.0,85.0,85.03905266720815,10.0,0.0,3.753968253968254
292,1246.025409,-2566.40625,-125.0,84.0,85.03019801529153,10.0,0.0,11.0
