,t,x_ref_1,x_ref_2,x_ref_3,x_1,x_2,x_3,x_tof_1,x_tof_2,x_tof_3,x_adc_filtered_1,x_adc_filtered_2,x_adc_filtered_3,u_1,u_2,u_3,d_stent,J
0,3576.436349,0.0,0.0,0.0,-14.719851512998602,-63.37430396718095,-29.964656623809265,17.0,76.0,75.0,21.0,21.0,20.0,9.0,9.0,9.0,174.0,0.0
1,3576.638941,0.0,0.0,0.0,-11.862492957899057,-51.898675585566984,-24.073932887165416,19.0,73.0,75.0,29.0,29.0,28.0,9.0,9.0,9.0,178.0,0.0
2,3576.811365,0.0,0.0,0.0,-9.949385618593045,-42.721375203199386,-19.155826468627392,16.0,73.0,77.0,35.0,35.0,34.0,9.0,9.0,9.0,175.0,0.0
3,3576.969126,0.0,0.0,0.0,-8.187585416156988,-34.805310769433184,-15.36276303517704,18.0,76.0,74.0,41.0,41.0,40.0,9.0,9.0,9.0,177.0,0.0
4,3577.167171,0.0,0.0,0.0,-6.687889478145885,-29.048333051298258,-12.253848136927417,18.0,71.0,75.0,45.0,45.0,44.0,9.0,9.0,9.0,181.0,0.0
5,3577.336237,0.0,0.0,0.0,-5.625513969326538,-24.22975588273868,-9.788277568376891,17.0,73.0,74.0,48.0,48.0,47.0,9.0,9.0,9.0,168.0,0.0
6,3577.534406,0.0,0.0,0.0,-4.950952846067142,-19.78082097247841,-7.6470698260243255,16.0,76.0,76.0,51.0,51.0,50.0,9.0,9.0,9.0,176.0,0.0
7,3577.725221,0.0,0.0,0.0,-4.280581721013516,-16.222476056974877,-6.1840745482188995,17.0,75.0,72.0,54.0,54.0,53.0,9.0,9.0,9.0,174.0,0.0
8,3577.886715,0.0,0.0,0.0,-3.5470005854982682,-13.212049060479067,-4.675149331844389,18.0,76.0,77.0,56.0,56.0,55.0,9.0,9.0,9.0,181.0,0.0
9,3578.080368,0.0,0.0,0.0,-2.9183028418938806,-10.887754515322513,-3.3649908479078876,18.0,75.0,77.0,57.0,57.0,56.0,9.0,9.0,9.0,177.0,0.0
10,3578.254792,0.0,0.0,0.0,-2.5632689395787684,-9.03328996615538,-2.379472823197905,17.0,75.0,76.0,58.0,58.0,58.0,9.0,9.0,9.0,175.0,0.0
11,3578.413751,0.0,0.0,0.0,-2.6182128153772988,-7.216219404914412,-1.4407190467672395,15.0,77.0,78.0,59.0,59.0,59.0,9.0,9.0,9.0,179.0,0.0
12,3578.609156,0.0,0.0,0.0,-2.263763348626827,-5.673391307122415,-0.799475310454274,18.0,77.0,76.0,60.0,60.0,60.0,9.0,9.0,9.0,173.0,0.0
13,3578.781864,0.0,0.0,0.0,-2.0296817300991217,-4.7312625517435265,0.07513840446336228,17.0,75.0,81.0,61.0,61.0,61.0,9.0,9.0,9.0,175.0,0.0
14,3578.939582,0.0,0.0,0.0,-1.5644448833801303,-4.807663746572132,0.40435531715246764,19.0,70.0,75.0,62.0,62.0,61.0,9.0,9.0,9.0,179.0,0.0
15,3579.140467,0.0,0.0,0.0,-1.4296199581808513,-4.569867431289978,0.6480497282840245,17.0,73.0,76.0,62.0,62.0,62.0,9.0,9.0,9.0,173.0,0.0
16,3579.318803,0.0,0.0,0.0,-1.3877391115848856,-4.428649310924271,0.47673748245336167,17.0,72.0,71.0,63.0,63.0,62.0,9.0,9.0,9.0,169.0,0.0
17,3579.482303,0.0,0.0,0.0,-1.3526866927431453,-4.658651518109451,0.4093560945991852,17.0,70.0,73.0,63.0,63.0,62.0,9.0,9.0,9.0,177.0,0.0
18,3579.695924,0.0,0.0,0.0,-1.0139954286138253,-4.6017569581229765,0.6218435663467217,19.0,72.0,76.0,63.0,63.0,63.0,9.0,9.0,9.0,170.0,0.0
19,3579.864123,0.0,0.0,0.0,-0.8273228329019138,-3.867593672781993,0.7664963116072725,18.0,76.0,75.0,64.0,64.0,63.0,9.0,9.0,9.0,172.0,0.0
20,3580.059166,0.0,0.0,0.0,-0.7101650134864497,-3.6041340140672133,0.7113317737159432,18.0,73.0,73.0,64.0,64.0,63.0,9.0,9.0,9.0,177.0,0.0
21,3580.237793,0.0,0.0,0.0,-0.6145488896644022,-3.80258619311941,0.633428941764623,18.0,71.0,73.0,64.0,64.0,63.0,9.0,9.0,9.0,171.0,0.0
22,3580.39858,0.0,0.0,0.0,-0.5367603191382,-3.408818324480521,0.7258190223658714,18.0,75.0,75.0,64.0,64.0,64.0,9.0,9.0,9.0,178.0,0.0
