,t,x_ref_1,x_ref_2,x_ref_3,x_1,x_2,x_3,x_tof_1,x_tof_2,x_tof_3,x_adc_filtered_1,x_adc_filtered_2,x_adc_filtered_3,u_1,u_2,u_3,J
112,2577.243419,0.0,0.0,0.0,0.36522914407074536,-0.7667294748281179,-0.655444616411851,20.0,77.0,74.0,64.0,64.0,63.0,9.0,9.0,9.0,126.94779880014838
113,2577.399034,0.0,0.0,0.0,0.3395746658853178,-0.8168694197809296,-0.6498144324363468,19.0,76.0,72.0,64.0,64.0,63.0,9.0,9.0,9.0,126.08920539086014
114,2577.554972,0.0,0.0,0.0,0.39404111183257307,-0.7818681131736085,-0.6670957951784384,20.0,77.0,72.0,64.0,64.0,63.0,9.0,9.0,9.0,126.4134524950518
115,2577.710145,0.0,0.0,0.0,0.36321943973993376,-0.8284590820931377,-0.829640585319976,19.0,76.0,69.0,64.0,64.0,63.0,9.0,9.0,9.0,126.32856894895508
116,2577.882955,0.0,0.0,0.0,0.3172199840419734,-0.8872770236938337,-0.9935727038719779,19.0,76.0,69.0,64.0,64.0,63.0,9.0,9.0,9.0,127.3741678678992
117,2578.046873,0.0,0.0,0.0,0.18406064895313268,-0.742532069927941,-0.9773672537584801,18.0,78.0,72.0,64.0,64.0,63.0,9.0,9.0,9.0,128.7121524097297
118,2578.202221,0.0,0.0,0.0,0.15141628564771725,-0.3914018093405298,-0.9321708135976725,19.0,80.0,72.0,64.0,64.0,63.0,9.0,9.0,9.0,127.28201767442629
119,2578.36293,0.0,0.0,0.0,0.04979217841996908,-0.8344869123235434,-0.8960494018151532,18.0,72.0,72.0,64.0,64.0,63.0,9.0,9.0,9.0,125.4325886468602
120,2578.519303,0.0,0.0,0.0,0.13848776410392327,-1.3603743497861254,-0.8667846578631635,20.0,72.0,72.0,64.0,64.0,63.0,9.0,9.0,9.0,127.32234958824816
121,2578.685768,0.0,0.0,0.0,1.7898192844391954,-1.208041800142881,-0.9422033824618077,36.0,78.0,70.0,64.0,64.0,63.0,9.0,9.0,9.0,133.36743849926086
122,2578.85191,0.0,0.0,0.0,1.9231059297662356,-1.1522615990349059,-0.8263616396835507,20.0,76.0,74.0,64.0,64.0,63.0,9.0,9.0,9.0,142.5561209055211
123,2579.012505,0.0,0.0,0.0,1.598998345385345,-1.150540827644706,-0.8380738594822654,19.0,76.0,71.0,64.0,64.0,63.0,9.0,9.0,9.0,142.9965466280124
124,2579.168166,0.0,0.0,0.0,1.2241602829301526,-1.1486983851382746,-0.8802615348415113,18.0,76.0,71.0,64.0,64.0,63.0,9.0,9.0,9.0,139.0356118353991
125,2579.323709,0.0,0.0,0.0,1.0925675216017001,-1.2431530680198035,-0.7652591158101316,20.0,75.0,74.0,64.0,64.0,63.0,9.0,9.0,9.0,135.5396933347161
126,2579.490743,0.0,0.0,0.0,2.564908503850151,-1.0522244596586043,-0.7885928848524419,36.0,78.0,71.0,64.0,64.0,63.0,9.0,9.0,9.0,135.1273889810909
127,2579.654751,0.0,0.0,0.0,2.4566728834961897,-1.0270473442884533,-0.6912867973052244,19.0,76.0,74.0,64.0,64.0,63.0,9.0,9.0,9.0,151.92780317486955
128,2579.810332,0.0,0.0,0.0,3.741731440448325,-0.8567275069306528,-0.6789897396261404,37.0,78.0,72.0,64.0,64.0,63.0,9.0,9.0,9.0,149.2304662276573
129,2579.9677,0.0,0.0,0.0,3.3366842408261186,-0.7726112915524248,-0.5915826255776482,18.0,77.0,74.0,64.0,64.0,63.0,9.0,9.0,9.0,176.12062223342653
130,2580.123238,0.0,0.0,0.0,2.705930029906317,-0.7255330328420131,-0.7469953970784446,19.0,77.0,69.0,64.0,64.0,63.0,9.0,9.0,9.0,164.8486940149767
131,2580.289515,0.15708419435684462,0.0,0.0,3.8540030322391776,-0.5909281803629565,-0.8772181914672501,36.0,78.0,70.0,64.0,64.0,63.0,9.0,9.0,9.0,151.9721611921921
132,2580.453877,0.6184665997806821,0.0,0.0,3.6005512956235135,-0.8452952874663708,-0.9714521179506257,20.0,74.0,70.0,64.0,64.0,63.0,9.0,9.0,9.0,174.69712513365968
133,2580.609403,1.3551568628929422,0.0,0.0,3.0578821734962407,-0.9426515608466866,-0.8000419850638902,20.0,76.0,75.0,64.0,64.0,63.0,9.0,9.0,9.0,157.52023147303885
134,2580.765997,2.3208660251050173,0.0,0.0,2.62217857311727,-0.9790204200551176,-0.6571929046829612,20.0,76.0,74.0,64.0,64.0,63.0,9.0,9.0,9.0,134.82646600668318
135,2580.921404,3.4549150281252627,0.0,0.0,2.17308853299681,-1.1052072755501972,-0.5527590933530249,19.0,75.0,74.0,64.0,64.0,63.0,24.0,9.0,9.0,487.4784611242283
136,2581.088042,4.6860474023534335,0.15708419435684404,0.0,1.6913686492152173,-0.9401754300648433,-0.4678591955691944,18.0,78.0,74.0,64.0,64.0,63.0,24.0,9.0,9.0,377.2759417210852
137,2581.252229,5.936906572928624,0.6184665997806821,0.0,1.2797777642704284,-0.9360187085048239,-0.44844198195387897,18.0,76.0,73.0,64.0,64.0,63.0,24.0,9.0,9.0,405.00387724038626
138,2581.407976,7.128896457825364,1.3551568628929422,0.0,1.1380457725235646,-1.0710941976726025,-0.3937205670737378,20.0,75.0,74.0,64.0,64.0,63.0,32.0,9.0,9.0,704.0300910676382
139,2581.576202,8.187119948743451,2.3208660251050164,0.0,0.9681108689491011,-1.2008744804413158,-0.38802393625610865,19.0,75.0,73.0,64.0,64.0,63.0,32.0,9.0,9.0,754.2452672614655
140,2581.732275,9.045084971874736,3.4549150281252627,0.0,0.9047688661350308,-1.0174827733722887,-0.49341920920031956,20.0,78.0,71.0,64.0,64.0,63.0,40.0,26.0,9.0,1543.2332576526428
141,2581.901374,9.648882429441255,4.6860474023534335,0.15708419435684404,0.7781115143780766,-0.9987727211947122,-0.35216312260394744,19.0,76.0,76.0,64.0,64.0,63.0,40.0,26.0,9.0,1466.421960944679
142,2582.066448,9.960573506572391,5.9369065729286215,0.6184665997806815,0.7503806095693875,-1.0259773294460097,-0.28294458044532345,20.0,76.0,74.0,64.0,64.0,63.0,40.0,26.0,9.0,1603.0423103601952
143,2582.222277,9.960573506572391,7.128896457825364,1.3551568628929422,0.7488010459178294,-0.8552699317175727,-0.2489340076530291,20.0,78.0,74.0,64.0,64.0,63.0,40.0,34.0,9.0,1967.3673174478827
144,2582.382467,9.648882429441255,8.187119948743451,2.3208660251050173,2.573212061710416,-0.9635085947209077,-0.07224986108193221,39.0,75.0,77.0,65.0,64.0,63.0,40.0,34.0,9.0,2056.769493821142
145,2582.538685,9.045084971874736,9.045084971874736,3.454915028125262,2.4291106247223917,-0.5374798489197339,0.004106202214811283,18.0,81.0,75.0,66.0,64.0,64.0,40.0,42.0,9.0,2366.717304521429
146,2582.705322,8.187119948743447,9.648882429441255,4.6860474023534335,4.178122356258772,-0.16265352833562652,0.34186196194407303,42.0,80.0,81.0,66.0,64.0,64.0,40.0,42.0,9.0,2406.0494234267508
147,2582.876433,7.128896457825362,9.960573506572391,5.936906572928624,3.986804164387286,1.080189651416199,1.4245032478803976,20.0,90.0,96.0,67.0,65.0,64.0,40.0,42.0,26.0,2888.8131981170154
148,2583.040912,5.9369065729286215,9.960573506572391,7.128896457825363,5.7722935896995295,2.200134240605191,2.5122816711995526,45.0,89.0,97.0,68.0,66.0,64.0,32.0,42.0,32.0,2622.4476467979357
149,2583.196687,4.686047402353436,9.648882429441255,8.187119948743451,7.361075820606354,3.1817767026816712,3.2051334454639573,41.0,90.0,93.0,68.0,67.0,64.0,32.0,42.0,34.0,2502.244808492346
150,2583.367433,3.454915028125264,9.045084971874736,9.045084971874736,8.368990376486135,4.095833540657223,3.576017629365883,39.0,91.0,90.0,69.0,68.0,64.0,24.0,42.0,42.0,2570.2719410492637
