,0,1,2,3,4
0,0.0,0.0,0.0,0.0,0.0
1,0.0,0.0,0.0,0.0,0.0
2,0.0,0.0,0.0,0.0,0.0
3,0.0,0.0,0.0,0.0,0.0
4,0.0,0.0,0.0,0.0,0.0
5,0.0,0.0,0.0,0.0,0.0
6,0.0,0.0,0.0,0.0,0.0
7,0.0,0.0,0.0,0.0,0.0
8,0.0,0.0,0.0,0.0,0.0
9,0.0,0.0,0.0,0.0,0.0
10,0.0,0.0,0.0,0.0,0.0
11,0.0,0.0,0.0,0.0,0.0
12,0.0,0.0,0.0,0.0,0.0
13,0.0,0.0,0.0,0.0,0.0
14,0.0,0.0,0.0,0.0,0.0
15,0.0,0.0,0.0,0.0,0.0
16,0.0,0.0,0.0,0.0,0.0
17,0.0,0.0,0.0,0.0,0.0
18,0.0,0.0,0.0,0.0,0.0
19,0.0,0.0,0.0,0.0,0.0
20,0.0,0.0,0.0,0.0,0.0
21,0.0,0.0,0.0,0.0,0.0
22,0.0,0.0,0.0,0.0,0.0
23,0.0,0.0,0.0,0.0,0.0
24,0.0,0.0,0.0,0.0,0.0
25,0.0,0.0,0.0,0.0,0.0
26,0.0,0.0,0.0,0.0,0.0
27,0.0,0.0,0.0,0.0,0.0
28,0.0,0.0,0.0,0.0,0.0
29,0.0,0.0,0.0,0.0,0.0
30,0.0,0.0,0.0,0.0,0.0
31,0.16,0.16,0.15708419435684462,0.0,0.0
32,0.32,0.32,0.6184665997806821,0.0,0.0
33,0.48,0.48,1.3551568628929422,0.15701752478238018,0.0
34,0.64,0.64,2.3208660251050173,0.6183374425379506,0.0
35,0.8,0.8,3.4549150281252627,1.3549733334065124,0.1569508691331567
36,0.96,0.96,4.686047402353433,2.3206396552074926,0.6182082978940068
37,1.12,1.12,5.936906572928624,3.454660041469839,1.3547898144007875
38,1.28,1.28,7.1288964578253635,4.685779820689444,2.320413293014054
39,1.44,1.44,8.18711994874345,5.936643209396112,3.454405059257798
40,1.6,1.6,9.045084971874736,7.128653860523664,4.685512239928946
41,1.76,1.76,9.648882429441256,8.186913360953236,5.936379843170433
42,1.92,1.92,9.96057350657239,9.044927374266647,7.12841125710135
43,2.08,2.08,9.96057350657239,9.64878372445261,8.186706763999553
44,2.24,2.24,9.648882429441256,9.960539896200633,9.044769765028
45,2.4,2.4,9.045084971874736,9.960607102680791,9.648685006097109
