,t,x_ref_1,x_ref_2,x_ref_3,x_1,x_2,x_3,x_tof_1,x_tof_2,x_tof_3,x_adc_filtered_1,x_adc_filtered_2,x_adc_filtered_3,u_1,u_2,u_3,d_stent,J
0,364.908898,0.0,0.0,0.0,-14.719851512998602,-63.684322528056114,-29.732142703152885,17.0,74.0,78.0,21.0,21.0,20.0,9.0,9.0,9.0,60.0,0.0
1,365.057872,0.0,0.0,0.0,-12.172511518774233,-51.597055963094675,-23.757615122488087,17.0,77.0,76.0,29.0,28.0,27.0,9.0,9.0,9.0,57.0,0.0
2,365.204098,0.0,0.0,0.0,-9.957784556995914,-42.0319863539357,-19.038132841619774,18.0,75.0,75.0,34.0,34.0,33.0,9.0,9.0,9.0,61.0,0.0
3,365.3729,0.0,0.0,0.0,-8.12663262704653,-34.33596602779634,-15.533374854776447,18.0,75.0,71.0,39.0,40.0,38.0,9.0,9.0,9.0,60.0,0.0
4,365.523286,0.0,0.0,0.0,-6.79442694595467,-28.08186449974746,-12.0542644466368,17.0,75.0,80.0,43.0,43.0,42.0,9.0,9.0,9.0,62.0,0.0
5,365.670378,0.0,0.0,0.0,-5.590530866794885,-23.310989577565152,-9.386926398198678,18.0,73.0,76.0,47.0,47.0,46.0,9.0,9.0,9.0,60.0,0.0
6,365.817216,0.0,0.0,0.0,-4.7336067327175995,-19.191756162778645,-7.134131535833856,17.0,75.0,78.0,50.0,50.0,49.0,9.0,9.0,9.0,62.0,0.0
7,365.963479,0.0,0.0,0.0,-4.381274720618392,-15.932569162235382,-5.114887973064122,15.0,74.0,80.0,52.0,52.0,51.0,9.0,9.0,9.0,60.0,0.0
8,366.109342,0.0,0.0,0.0,-3.851078301203274,-13.009151099035378,-3.3640680216905254,17.0,76.0,81.0,53.0,54.0,53.0,9.0,9.0,9.0,60.0,0.0
9,366.280932,0.0,0.0,0.0,-3.0424595362394777,-10.722235475408823,-2.1583182853814664,19.0,75.0,78.0,55.0,56.0,54.0,9.0,9.0,9.0,61.0,0.0
10,366.435727,0.0,0.0,0.0,-2.6300635681340543,-8.743743973947304,-1.2290745707678044,17.0,76.0,78.0,56.0,57.0,56.0,9.0,9.0,9.0,62.0,0.0
11,366.582153,0.0,0.0,0.0,-2.2079988247120594,-7.102736256859515,-0.4732869045770345,18.0,76.0,78.0,57.0,58.0,57.0,9.0,9.0,9.0,60.0,0.0
12,366.728275,0.0,0.0,0.0,-1.9857720964598267,-6.23512301988805,0.14083840314306695,17.0,73.0,78.0,58.0,59.0,58.0,9.0,9.0,9.0,61.0,0.0
13,366.898748,0.0,0.0,0.0,-1.5289138651071075,-5.475217458222815,0.4072121894497114,19.0,74.0,75.0,59.0,60.0,59.0,9.0,9.0,9.0,60.0,0.0
14,367.074711,0.0,0.0,0.0,-1.0907116288150793,-4.822762333031704,0.41868200931277055,19.0,74.0,73.0,60.0,60.0,60.0,9.0,9.0,9.0,59.0,0.0
15,367.224896,0.0,0.0,0.0,-1.0458538932076569,-4.293070632883044,0.6281433446952134,17.0,74.0,76.0,60.0,61.0,60.0,9.0,9.0,9.0,59.0,0.0
16,367.381909,0.0,0.0,0.0,-0.7661384356856762,-3.862879717236524,0.6164482557064401,19.0,74.0,73.0,61.0,61.0,61.0,9.0,9.0,9.0,58.0,0.0
17,367.531961,0.0,0.0,0.0,-0.9361246944007502,-4.1334181157916845,0.8661979378510862,16.0,70.0,77.0,61.0,61.0,61.0,9.0,9.0,9.0,60.0,0.0
18,367.686289,0.0,0.0,0.0,-0.8650916279558492,-3.866288390888556,1.0589213097041208,18.0,74.0,76.0,61.0,62.0,61.0,9.0,9.0,9.0,59.0,0.0
19,367.833561,0.0,0.0,0.0,-0.7391974817345326,-3.6687325342964527,1.12027592721937,18.0,73.0,75.0,62.0,62.0,62.0,9.0,9.0,9.0,58.0,0.0
20,367.996704,0.0,0.0,0.0,-0.9478734061034939,-3.6986217566307857,1.0760878383189363,16.0,72.0,74.0,62.0,62.0,62.0,9.0,9.0,9.0,58.0,0.0
21,368.147113,0.0,0.0,0.0,-0.5641351581265899,-3.600958865562106,1.1789328554006913,20.0,73.0,76.0,62.0,62.0,62.0,9.0,9.0,9.0,58.0,0.0
22,368.293183,0.0,0.0,0.0,-0.27303184520893753,-3.6425977657280555,1.0635868079405197,19.0,72.0,73.0,62.0,63.0,62.0,9.0,9.0,9.0,59.0,0.0
23,368.439154,0.0,0.0,0.0,-0.2270948524391767,-3.4002276705299863,1.3069117013693896,18.0,74.0,78.0,63.0,63.0,62.0,9.0,9.0,9.0,58.0,0.0
24,368.585687,0.0,0.0,0.0,-0.2228139307960899,-3.1362565069186417,1.5111039349669566,18.0,74.0,77.0,63.0,63.0,62.0,9.0,9.0,9.0,60.0,0.0
25,368.731638,0.0,0.0,0.0,-0.06357976727267856,-3.0779339616476307,1.6589696556936486,19.0,73.0,77.0,63.0,63.0,62.0,9.0,9.0,9.0,59.0,0.0
26,368.906891,0.0,0.0,0.0,0.2541370788302042,-2.9090081075207337,1.8566703889373626,20.0,74.0,78.0,63.0,63.0,62.0,9.0,9.0,9.0,58.0,0.0
27,369.061765,0.0,0.0,0.0,0.3898990396791251,-2.427840158686479,1.8014840990146253,19.0,76.0,75.0,63.0,63.0,62.0,9.0,9.0,9.0,57.0,0.0
28,369.207871,0.0,0.0,0.0,0.1562007102255829,-2.1259170165003383,1.8614263146775683,17.0,75.0,77.0,63.0,63.0,62.0,9.0,9.0,9.0,58.0,0.0
29,369.357343,0.0,0.0,0.0,0.055330343734400156,-2.2252492947454243,1.9442726719222518,18.0,73.0,77.0,63.0,63.0,62.0,9.0,9.0,9.0,60.0,0.0
30,369.504981,0.0,0.0,0.0,0.007976065569092139,-1.7520175385129875,2.166111445020607,18.0,77.0,79.0,63.0,63.0,62.0,9.0,9.0,9.0,57.0,0.0
31,369.650734,0.0,0.0,0.0,-0.03094697891081255,-2.00816786610946,2.069488216791025,18.0,72.0,75.0,63.0,63.0,62.0,9.0,9.0,9.0,60.0,0.0
32,369.81481,0.0,0.0,0.0,-0.06267767038238192,-1.7649043052784776,2.1563525725717723,18.0,76.0,78.0,63.0,63.0,63.0,9.0,9.0,9.0,57.0,0.0
33,369.966555,0.0,0.0,0.0,-0.24344911739262232,-2.206529931225546,2.0454564216193374,17.0,71.0,75.0,63.0,63.0,63.0,9.0,9.0,9.0,58.0,0.0
34,370.112924,0.0,0.0,0.0,0.0414399707085944,-1.958611066862673,2.0597249096386347,20.0,76.0,77.0,63.0,63.0,63.0,9.0,9.0,9.0,61.0,0.0
35,370.25929,0.0,0.0,0.0,0.06331204376079524,-1.5881730672705032,1.9503443966776102,18.0,76.0,75.0,63.0,63.0,63.0,9.0,9.0,9.0,60.0,0.0
36,370.406468,0.0,0.0,0.0,-0.607255211361061,-1.7548160435154898,1.9052502081243388,14.0,73.0,76.0,63.0,63.0,63.0,9.0,9.0,9.0,58.0,0.0
37,370.55243,0.0,0.0,0.0,-0.8191646221790667,-1.680512050706028,1.4207298273721092,17.0,75.0,70.0,63.0,63.0,63.0,9.0,9.0,9.0,60.0,0.0
38,370.72524,0.0,0.0,0.0,-0.5788179873530024,-1.5516927846966553,1.392091695244491,19.0,75.0,76.0,63.0,63.0,63.0,9.0,9.0,9.0,58.0,0.0
39,370.882434,0.0,0.0,0.0,-0.628533824934078,-1.4480081486425007,1.237919813510696,17.0,75.0,73.0,63.0,63.0,63.0,9.0,9.0,9.0,56.0,0.0
40,371.028076,0.0,0.0,0.0,-0.8920119921223493,-1.053966019208417,1.1386949964656408,16.0,77.0,74.0,63.0,63.0,63.0,9.0,9.0,9.0,59.0,0.0
41,371.173617,0.0,0.0,0.0,-0.673221829425231,-0.8222680024387898,0.8428293640569064,19.0,76.0,71.0,63.0,63.0,63.0,9.0,9.0,9.0,58.0,0.0
42,371.319182,0.0,0.0,0.0,-0.5498464138420762,-0.9785549442169099,0.629920998718279,18.0,74.0,72.0,63.0,63.0,63.0,9.0,9.0,9.0,58.0,0.0
43,371.465363,0.0,0.0,0.0,-0.7946828299568307,-1.0166347611804838,0.5519468172453399,16.0,75.0,73.0,63.0,63.0,63.0,9.0,9.0,9.0,56.0,0.0
44,371.637328,0.0,0.0,0.0,-0.7497855442283954,-0.8579549472565589,0.6600825043003509,18.0,76.0,75.0,63.0,63.0,63.0,9.0,9.0,9.0,59.0,0.0
45,371.791537,0.0,0.0,0.0,-0.8004192520533597,-1.0062369074144613,0.5483314020245897,17.0,74.0,72.0,63.0,63.0,63.0,9.0,9.0,9.0,60.0,0.0
46,371.937314,0.0,0.0,0.0,-0.8758966168687334,-1.193978474705716,0.7945069734716013,17.0,74.0,77.0,63.0,63.0,63.0,9.0,9.0,9.0,60.0,0.0
47,372.08316,0.0,0.0,0.0,-0.6267822174550237,-0.7253151893377634,0.6135042335014971,19.0,78.0,71.0,63.0,63.0,63.0,9.0,9.0,9.0,59.0,0.0
48,372.228878,0.0,0.0,0.0,-0.5127386666233069,-0.8313108700679663,0.5977524264986327,18.0,74.0,74.0,63.0,63.0,63.0,9.0,9.0,9.0,59.0,0.0
49,372.37766,0.0,0.0,0.0,-0.2995923148770321,-0.7429818599509304,0.4814572763435363,19.0,76.0,72.0,63.0,63.0,63.0,9.0,9.0,9.0,62.0,0.0
50,372.548965,0.0,0.0,0.0,0.06229524191927949,-0.912587787439449,0.2755722211938645,20.0,74.0,71.0,63.0,63.0,63.0,9.0,9.0,9.0,58.0,0.0
51,372.710409,0.0,0.0,0.0,0.38907362284451663,-0.8077404559252557,0.16961537039145735,20.0,76.0,72.0,63.0,63.0,63.0,9.0,9.0,9.0,59.0,0.0
52,372.866497,0.0,0.0,0.0,0.6538378616641363,-1.2750512346496095,0.17809348961825844,20.0,72.0,73.0,63.0,63.0,63.0,9.0,9.0,9.0,57.0,0.0
53,373.012378,0.0,0.0,0.0,0.5588410513075526,-1.6338181647946044,-0.18617818443419498,18.0,73.0,68.0,63.0,63.0,63.0,9.0,9.0,9.0,59.0,0.0
54,373.15811,0.0,0.0,0.0,0.41511713108743065,-2.044774159285069,-0.2556434833637313,18.0,72.0,72.0,63.0,63.0,63.0,9.0,9.0,9.0,60.0,0.0
55,373.308597,0.0,0.0,0.0,-0.010448081687112865,-1.947124256266136,-0.08902243326952419,16.0,75.0,74.0,63.0,63.0,63.0,9.0,9.0,9.0,59.0,0.0
56,373.471452,0.0,0.0,0.0,-0.1125472747787879,-1.7674847933771218,0.15612699430726718,18.0,75.0,75.0,63.0,63.0,63.0,9.0,9.0,9.0,59.0,0.0
57,373.621331,0.0,0.0,0.0,0.027266890676098665,-1.4682575900097419,-0.016408732390456926,19.0,76.0,70.0,63.0,63.0,63.0,9.0,9.0,9.0,58.0,0.0
58,373.768975,0.0,0.0,0.0,0.01807856150105236,-1.502173765074943,-0.24013548661649242,18.0,74.0,70.0,63.0,63.0,63.0,9.0,9.0,9.0,60.0,0.0
59,373.915944,0.0,0.0,0.0,-0.02346937578864372,-1.286835892885037,-0.4979064994596074,18.0,76.0,69.0,63.0,63.0,63.0,9.0,9.0,9.0,59.0,0.0
60,374.061979,0.0,0.0,0.0,-0.05667071350886532,-1.354227830172107,-0.5687315695993904,18.0,74.0,71.0,63.0,63.0,63.0,9.0,9.0,9.0,59.0,0.0
61,374.209892,0.0,0.0,0.0,0.07146171904848186,-1.476570219332217,-0.2827000835390665,19.0,74.0,75.0,63.0,63.0,63.0,9.0,9.0,9.0,61.0,0.0
62,374.377842,0.0,0.0,0.0,-0.10119694593740691,-1.5749421627566136,-0.21684560482342352,17.0,74.0,72.0,63.0,63.0,63.0,9.0,9.0,9.0,57.0,0.0
63,374.528335,0.0,0.0,0.0,-0.15362148857366664,-1.8096701988949633,-0.4470866562071949,18.0,73.0,69.0,63.0,63.0,63.0,9.0,9.0,9.0,58.0,0.0
64,374.674756,0.0,0.0,0.0,-0.16179986064526064,-2.0336705919289244,-0.29577413577449096,18.0,73.0,74.0,63.0,63.0,63.0,9.0,9.0,9.0,59.0,0.0
65,374.821116,0.0,0.0,0.0,-0.013859678671704234,-1.7500089483441883,-0.3210983209915925,19.0,76.0,71.0,63.0,63.0,63.0,9.0,9.0,9.0,58.0,0.0
66,374.966658,0.0,0.0,0.0,-0.17052451359852627,-2.194684751879123,-0.23799696414122895,17.0,71.0,73.0,63.0,63.0,63.0,9.0,9.0,9.0,58.0,0.0
67,375.11499,0.0,0.0,0.0,-0.2099413735259259,-1.7941180045131233,-0.2915332932838455,18.0,77.0,71.0,63.0,63.0,63.0,9.0,9.0,9.0,59.0,0.0
68,375.276926,0.0,0.0,0.0,0.1024650338026123,-1.266232891460362,-0.21374283037463204,20.0,77.0,73.0,63.0,63.0,63.0,9.0,9.0,9.0,56.0,0.0
69,375.426999,0.0,0.0,0.0,-0.1976397762577169,-1.61561202337991,-0.0392611772761855,16.0,72.0,74.0,63.0,63.0,63.0,9.0,9.0,9.0,56.0,0.0
70,375.572992,0.0,0.0,0.0,-0.2658730544431731,-1.9114150672147332,-0.11389538261295673,18.0,73.0,71.0,63.0,63.0,63.0,9.0,9.0,9.0,59.0,0.0
71,375.718678,0.0,0.0,0.0,-0.09745862470007838,-1.650292225540639,-0.3023557559760066,19.0,76.0,70.0,63.0,63.0,63.0,9.0,9.0,9.0,59.0,0.0
72,375.870708,0.0,0.0,0.0,-0.393238798927396,-1.6485268326522657,-0.39371174769538175,16.0,74.0,71.0,63.0,63.0,63.0,9.0,9.0,9.0,57.0,0.0
73,376.016181,0.0,0.0,0.0,-0.42418293592966494,-1.2505990587214058,-0.605861579364384,18.0,77.0,69.0,63.0,63.0,63.0,9.0,9.0,9.0,58.0,0.0
74,376.186114,0.0,0.0,0.0,-0.38099172186089136,-1.2915320387861442,-0.5792587727824641,18.0,74.0,72.0,63.0,63.0,63.0,9.0,9.0,9.0,56.0,0.0
75,376.340267,0.0,0.0,0.0,2.2883040224816145,-1.42624191805983,-0.27465181481268974,35.0,74.0,75.0,63.0,63.0,63.0,9.0,9.0,9.0,59.0,0.0
76,376.48894,0.0,0.0,0.0,2.542227792024128,-1.0691125103289068,-0.2881087801461222,19.0,77.0,71.0,63.0,63.0,63.0,9.0,9.0,9.0,58.0,0.0
77,376.635411,0.0,0.0,0.0,2.205727666967284,-0.9888650212827628,-0.6766724587526385,19.0,75.0,67.0,63.0,63.0,63.0,9.0,9.0,9.0,60.0,0.0
78,376.781163,0.0,0.0,0.0,1.6306181105024922,-0.9920993999199794,-0.9027809508654387,17.0,75.0,69.0,63.0,63.0,63.0,9.0,9.0,9.0,59.0,0.0
79,376.927826,0.0,0.0,0.0,1.253429507176914,-0.6837438978588466,-0.8192729158627658,18.0,77.0,72.0,63.0,63.0,63.0,9.0,9.0,9.0,56.0,0.0
80,377.097937,0.0,0.0,0.0,0.8262587701591388,-1.141515138903756,-0.9344913047262411,17.0,72.0,69.0,63.0,63.0,63.0,9.0,9.0,9.0,59.0,0.0
81,377.252996,0.0,0.0,0.0,0.6005371600160028,-1.6810522094490494,-0.7690158335090347,18.0,72.0,73.0,63.0,63.0,63.0,9.0,9.0,9.0,56.0,0.0
82,377.406413,0.0,0.0,0.0,0.45093979748470714,-1.3414507909293008,-0.7997378064681699,18.0,77.0,70.0,63.0,63.0,63.0,9.0,9.0,9.0,60.0,0.0
83,377.558097,0.0,0.0,0.0,0.48391061250218526,-1.2087280918589585,-0.7981814281471715,19.0,75.0,71.0,63.0,63.0,63.0,9.0,9.0,9.0,59.0,0.0
84,377.703941,0.0,0.0,0.0,0.5438779215598752,-1.015562735383753,-0.5470422882654065,19.0,76.0,74.0,63.0,63.0,63.0,9.0,9.0,9.0,60.0,0.0
85,377.85609,0.0,0.0,0.0,0.5920021859098941,-0.6695490718540924,-0.29324688511146224,19.0,77.0,74.0,63.0,63.0,63.0,9.0,9.0,9.0,57.0,0.0
86,378.021316,0.0,0.0,0.0,0.32099391380990694,-0.3555420331436352,-0.16554597929598902,17.0,77.0,73.0,63.0,63.0,63.0,9.0,9.0,9.0,58.0,0.0
87,378.170955,0.0,0.0,0.0,0.4993092493979776,-0.2561789303712345,-0.0785617311719422,20.0,76.0,73.0,63.0,63.0,63.0,9.0,9.0,9.0,58.0,0.0
88,378.316631,0.0,0.0,0.0,0.745226526980932,-0.6738348424572393,-0.007573623480642944,20.0,73.0,73.0,63.0,63.0,63.0,9.0,9.0,9.0,60.0,0.0
89,378.462855,0.0,0.0,0.0,0.63333583818569,-1.2673666103026164,-0.10487239932534909,18.0,72.0,71.0,63.0,63.0,63.0,9.0,9.0,9.0,60.0,0.0
90,378.608478,0.0,0.0,0.0,0.47559553868667903,-1.3158939013906235,0.09281409920096717,18.0,75.0,75.0,63.0,63.0,63.0,9.0,9.0,9.0,59.0,0.0
91,378.754888,0.0,0.0,0.0,0.5037148356026679,-1.0996183501090115,0.320581847118123,19.0,76.0,75.0,63.0,63.0,63.0,9.0,9.0,9.0,60.0,0.0
92,378.917603,0.0,0.0,0.0,0.5600049118206409,-1.0474229479537058,0.4269833189592047,19.0,75.0,74.0,63.0,63.0,63.0,9.0,9.0,9.0,57.0,0.0
93,379.067688,0.0,0.0,0.0,0.2950819735557313,-0.7291525308302056,0.4190955926255624,17.0,77.0,73.0,63.0,63.0,63.0,9.0,9.0,9.0,57.0,0.0
94,379.213396,0.0,0.0,0.0,0.013217480638555212,-0.7134858514008187,0.31887399332208144,17.0,75.0,72.0,63.0,63.0,63.0,9.0,9.0,9.0,60.0,0.0
95,379.364654,0.0,0.0,0.0,0.09547994350393152,-1.0784584384184512,0.29866277368239746,19.0,73.0,73.0,63.0,63.0,63.0,9.0,9.0,9.0,59.0,0.0
96,379.510258,0.0,0.0,0.0,-0.23598940051235262,-0.6654423914722116,0.2992228790764768,16.0,78.0,73.0,63.0,63.0,63.0,9.0,9.0,9.0,58.0,0.0
97,379.656414,0.0,0.0,0.0,-0.4513458457713857,-0.7821346057411489,0.14440103738247512,17.0,74.0,71.0,63.0,63.0,63.0,9.0,9.0,9.0,59.0,0.0
98,379.815003,0.0,0.0,0.0,-0.2813447863661911,-1.167962814501763,-0.014703784070666082,19.0,73.0,71.0,63.0,63.0,63.0,9.0,9.0,9.0,57.0,0.0
99,379.966127,0.0,0.0,0.0,-0.07700336979881017,-1.512704131541696,0.011664793099110504,19.0,73.0,73.0,63.0,63.0,63.0,9.0,9.0,9.0,55.0,0.0
100,380.111793,0.0,0.0,0.0,0.24266986330917062,-1.9467641029690839,-0.16606290783533684,20.0,72.0,70.0,63.0,63.0,63.0,9.0,9.0,9.0,59.0,0.0
101,380.360958,0.0,0.0,0.0,0.22547931235765573,-1.8676174022126872,-0.36098877095839743,18.0,75.0,70.0,63.0,63.0,63.0,9.0,9.0,9.0,57.0,541.9167420040019
102,380.605684,0.0,0.0,0.0,0.14437066857550063,-2.3229157928320916,-0.36350771747877975,18.0,71.0,72.0,63.0,63.0,63.0,9.0,9.0,9.0,59.0,532.47614549336
103,380.852428,0.0,0.0,0.0,0.07960666904669322,-1.8975991395307688,-0.5646472449872038,18.0,77.0,69.0,63.0,63.0,63.0,9.0,9.0,9.0,58.0,561.6333434793548
104,381.101322,0.0,0.0,0.0,0.18218442473562702,-1.5052383059536112,-0.7786003875049277,19.0,76.0,69.0,63.0,63.0,63.0,9.0,9.0,9.0,58.0,531.1644885650188
105,381.347231,0.0,0.0,0.0,0.14376119783246066,-1.5330521197273868,-0.7190716816087717,18.0,74.0,72.0,63.0,63.0,63.0,9.0,9.0,9.0,58.0,513.2523109972548
106,381.596643,0.0,0.0,0.0,0.23367000472732213,-1.157137244327032,-0.9306685710715117,19.0,77.0,68.0,63.0,63.0,63.0,9.0,9.0,9.0,60.0,513.9965938021602
