,t,x_ref_1,x_ref_2,x_ref_3,x_1,x_2,x_3,x_tof_1,x_tof_2,x_tof_3,x_adc_filtered_1,x_adc_filtered_2,x_adc_filtered_3,u_1,u_2,u_3,d_stent,J
0,2045.508085,0.0,0.0,0.0,-14.564842232561013,-63.37430396718095,-29.809647343371676,18.0,76.0,77.0,21.0,21.0,20.0,9.0,9.0,9.0,81.0,0.0
1,2045.654872,0.0,0.0,0.0,-11.858293488697623,-51.743666305129395,-23.992228777745186,18.0,74.0,74.0,28.0,28.0,27.0,9.0,9.0,9.0,81.0,0.0
2,2045.801467,0.0,0.0,0.0,-9.51483417183551,-42.40715717312277,-19.261707768800694,19.0,74.0,75.0,34.0,34.0,33.0,9.0,9.0,9.0,84.0,0.0
3,2045.948504,0.0,0.0,0.0,-7.5791857931167295,-34.827388225585544,-15.636850794026142,19.0,74.0,72.0,39.0,39.0,38.0,9.0,9.0,9.0,82.0,0.0
4,2046.095067,0.0,0.0,0.0,-6.317084229559602,-28.358475344535172,-12.431627662913286,17.0,76.0,76.0,43.0,43.0,42.0,9.0,9.0,9.0,82.0,0.0
5,2046.253552,0.0,0.0,0.0,-5.2034219563143465,-23.5017752330389,-9.760370354699923,18.0,73.0,76.0,47.0,47.0,46.0,9.0,9.0,9.0,83.0,0.0
6,2046.404863,0.0,0.0,0.0,-4.574204966692396,-19.34728126840848,-7.513844851093062,16.0,75.0,77.0,50.0,50.0,49.0,9.0,9.0,9.0,81.0,0.0
7,2046.551445,0.0,0.0,0.0,-3.665009971277768,-16.059012734219664,-5.362323404586218,19.0,74.0,81.0,52.0,52.0,51.0,9.0,9.0,9.0,80.0,0.0
8,2046.697796,0.0,0.0,0.0,-2.9804537919688707,-13.111857967534647,-4.013192984704067,18.0,76.0,75.0,53.0,54.0,53.0,9.0,9.0,9.0,81.0,0.0
9,2046.844543,0.0,0.0,0.0,-2.149227651432473,-10.80567443215135,-2.863266855056449,20.0,75.0,77.0,55.0,56.0,55.0,9.0,9.0,9.0,83.0,0.0
